file,method,params,startLineno,endLineno,affectedLineno,affectedOffsets,affectedVar,affectedTypes
doc\sphinxext\numpy_ext\docscrape_sphinx.py,_str_member_list,"self, name",63,105,101,3289-3292,fmt,"str,tuple"
doc\sphinxext\numpy_ext\docscrape_sphinx.py,_str_member_list,"self, name",63,105,103,3410-3413,hdr,"str,int"
doc\sphinxext\numpy_ext\numpydoc.py,mangle_docstrings,"app, what, name, obj, options, lines, reference_offset=['0']",31,81,77,2608-2613,new_r,"str,tuple,int"
doc\sphinxext\numpy_ext\numpydoc.py,mangle_docstrings,"app, what, name, obj, options, lines, reference_offset=['0']",31,81,79,2734-2739,new_r,"str,tuple,int"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, initChars, bodyChars=None, min='1', max='0', exact='0', asKeyword=False",1470,1519,1507,62501-62509,reString,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, initChars, bodyChars=None, min='1', max='0', exact='0', asKeyword=False",1470,1519,1511,62722-62730,reString,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, initChars, bodyChars=None, min='1', max='0', exact='0', asKeyword=False",1470,1519,1515,62971-62979,reString,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, quoteChar, escChar=None, escQuote=None, multiline=False, unquoteResults=True, endQuoteChar=None",1649,1721,1692,69543-69550,pattern,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, quoteChar, escChar=None, escQuote=None, multiline=False, unquoteResults=True, endQuoteChar=None",1649,1721,1697,69831-69838,pattern,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, quoteChar, escChar=None, escQuote=None, multiline=False, unquoteResults=True, endQuoteChar=None",1649,1721,1703,70175-70182,pattern,"str,tuple,None"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, quoteChar, escChar=None, escQuote=None, multiline=False, unquoteResults=True, endQuoteChar=None",1649,1721,1705,70260-70267,pattern,"str,tuple,None"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, quoteChar, escChar=None, escQuote=None, multiline=False, unquoteResults=True, endQuoteChar=None",1649,1721,1707,70392-70399,pattern,"str,tuple,None"
doc\tutorial\machine_learning_map\pyparsing.py,__str__,self,2103,2111,2110,84905-84912,strRepr,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, initChars, bodyChars=None, min='1', max='0', exact='0', asKeyword=False",1470,1519,1515,62993-63001,reString,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, initChars, bodyChars=None, min='1', max='0', exact='0', asKeyword=False",1470,1519,1517,63070-63078,reString,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,srange,s,3071,3090,3088,123584-123598,_reBracketExpr,"str,None,Literal"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, toklist, name=None, asList=True, modal=True",228,262,253,10164-10171,toklist,"str,list"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, toklist, name=None, asList=True, modal=True",228,262,254,10249-10256,toklist,"str,list"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, toklist, name=None, asList=True, modal=True",228,262,256,10370-10377,toklist,"str,list"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, toklist, name=None, asList=True, modal=True",228,262,262,10618-10625,toklist,"str,list"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, toklist, name=None, asList=True, modal=True",228,262,260,10519-10526,toklist,"str,list"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, matchString, identChars=DEFAULT_KEYWORD_CHARS, caseless=False",1375,1393,1385,57312-57316,name,"str,Word"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3015,119756-119763,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3016,119783-119790,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3017,119828-119835,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3018,119877-119880,cur,"str,list"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,2998,119173-119174,b,"str,list"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3019,119906-119913,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3021,119970-119973,cur,"str,list"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3003,119392-119393,a,"str,list"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3022,120006-120013,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3023,120038-120045,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3032,120308-120315,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3032,120330-120337,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3033,120431-120438,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3035,120532-120539,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,oneOf,"strs, caseless=False, useRegex=True",2985,3042,3042,120802-120809,symbols,"list,str"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, quoteChar, escChar=None, escQuote=None, multiline=False, unquoteResults=True, endQuoteChar=None",1649,1721,1713,70674-70681,pattern,"str,tuple,None"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, quoteChar, escChar=None, escQuote=None, multiline=False, unquoteResults=True, endQuoteChar=None",1649,1721,1710,70499-70506,pattern,"str,tuple,None"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, quoteChar, escChar=None, escQuote=None, multiline=False, unquoteResults=True, endQuoteChar=None",1649,1721,1711,70554-70561,pattern,"str,tuple,None"
doc\tutorial\machine_learning_map\pyparsing.py,parseImpl,"self, instring, loc, doActions=True",1913,1919,1915,77509-77516,thiscol,"bool,int"
doc\tutorial\machine_learning_map\pyparsing.py,parseImpl,"self, instring, loc, doActions=True",1913,1919,1917,77652-77659,thiscol,"bool,int"
doc\tutorial\machine_learning_map\pyparsing.py,parseImpl,"self, instring, loc, doActions=True",1913,1919,1918,77690-77696,newloc,"bool,int"
doc\tutorial\machine_learning_map\pyparsing.py,parseImpl,"self, instring, loc, doActions=True",1913,1919,1919,77715-77721,newloc,"bool,int"
doc\tutorial\machine_learning_map\pyparsing.py,__init__,"self, savelist=False",620,641,628,24290-24309,DEFAULT_WHITE_CHARS,"ParserElement,str"
doc\tutorial\machine_learning_map\pyparsing.py,_normalizeParseActionArgs,f,691,753,701,27478-27479,f,"ParserElement,function"
doc\tutorial\machine_learning_map\pyparsing.py,_normalizeParseActionArgs,f,691,753,702,27536-27537,f,"ParserElement,function"
doc\tutorial\machine_learning_map\pyparsing.py,_normalizeParseActionArgs,f,691,753,703,27561-27562,f,"ParserElement,function"
doc\tutorial\machine_learning_map\pyparsing.py,_normalizeParseActionArgs,f,691,753,704,27609-27610,f,"ParserElement,function"
doc\tutorial\machine_learning_map\pyparsing.py,_normalizeParseActionArgs,f,691,753,727,28633-28634,f,"None,ParserElement,function"
doc\tutorial\machine_learning_map\pyparsing.py,_normalizeParseActionArgs,f,691,753,739,28997-28998,f,"None,ParserElement,function"
doc\tutorial\machine_learning_map\pyparsing.py,_normalizeParseActionArgs,f,691,753,744,29189-29190,f,"None,ParserElement,function"
doc\tutorial\machine_learning_map\pyparsing.py,_normalizeParseActionArgs,f,691,753,749,29386-29387,f,"None,ParserElement,function"
doc\tutorial\machine_learning_map\pyparsing.py,__str__,self,1750,1759,1759,72129-72136,strRepr,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__str__,self,1566,1586,1584,65211-65218,strRepr,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__str__,self,2103,2111,2111,84995-85002,strRepr,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,streamline,self,2113,2143,2129,85722-85729,strRepr,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,__str__,self,2462,2470,2470,98698-98705,strRepr,"str,tuple"
doc\tutorial\machine_learning_map\pyparsing.py,_normalizeParseActionArgs,f,691,753,731,28741-28742,f,"None,ParserElement,function"
examples\applications\plot_model_complexity_influence.py,plot_influence,"conf, mse_values, prediction_times, complexities",98,118,109,3941-3949,y1_label,"dict,dict,int,dict,dict,list,list,type,type,function,function,function,function,function,function,function,function,type,str"
examples\applications\plot_out_of_core_classification.py,progress,"cls_name, stats",255,263,260,8822-8823,s,"str,dict"
examples\applications\plot_out_of_core_classification.py,progress,"cls_name, stats",255,263,261,8897-8898,s,"str,dict"
examples\applications\plot_out_of_core_classification.py,progress,"cls_name, stats",255,263,262,8943-8944,s,"str,dict,tuple"
examples\applications\plot_out_of_core_classification.py,progress,"cls_name, stats",255,263,263,9026-9027,s,"str,dict,tuple"
examples\applications\plot_out_of_core_classification.py,stream_reuters_documents,data_path=None,143,185,170,5510-5523,current_sz_mb,"str,float"
examples\applications\plot_out_of_core_classification.py,stream_reuters_documents,data_path=None,143,185,170,5525-5536,total_sz_mb,"str,float"
examples\applications\plot_prediction_latency.py,generate_dataset,"n_train, n_test, n_features, noise='0.1', verbose=False",95,119,100,3362-3369,n_train,"list,int"
examples\applications\plot_prediction_latency.py,generate_dataset,"n_train, n_test, n_features, noise='0.1', verbose=False",95,119,100,3372-3378,n_test,"list,int"
examples\applications\plot_prediction_latency.py,generate_dataset,"n_train, n_test, n_features, noise='0.1', verbose=False",95,119,101,3425-3435,n_features,"list,int"
examples\applications\plot_prediction_latency.py,generate_dataset,"n_train, n_test, n_features, noise='0.1', verbose=False",95,119,105,3569-3576,n_train,"list,int"
examples\applications\plot_prediction_latency.py,benchmark,configuration,159,210,205,7190-7197,n_train,"list,int"
examples\applications\plot_prediction_latency.py,benchmark,configuration,159,210,205,7199-7205,n_test,"list,int"
examples\applications\svm_gui.py,fit,self,84,110,103,2996-2999,clf,"OneClassSVM,SVC"
examples\applications\svm_gui.py,fit,self,84,110,104,3043-3046,clf,"OneClassSVM,SVC"
examples\applications\svm_gui.py,fit,self,84,110,105,3109-3112,clf,"OneClassSVM,SVC"
examples\applications\svm_gui.py,decision_surface,"self, cls",112,119,117,3527-3530,cls,"OneClassSVM,SVC"
examples\applications\svm_gui.py,fit,self,84,110,106,3140-3143,clf,"OneClassSVM,SVC"
examples\svm\plot_weighted_samples.py,plot_decision_function,"classifier, sample_weight, axis, title",22,35,31,1029-1030,y,"list,int"
examples\text\document_classification_20newsgroups.py,trim,s,191,193,193,6853-6854,s,"str,tuple"
examples\text\document_classification_20newsgroups.py,trim,s,191,193,193,6844-6845,s,"str,tuple"
examples\text\document_classification_20newsgroups.py,trim,s,191,193,193,6867-6868,s,"str,tuple"
examples\text\document_classification_20newsgroups.py,benchmark,clf,198,238,238,8287-8296,clf_descr,"str,list"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,164,6621-6622,l,"str,list"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,149,5985-5994,this_repr,"str,tuple"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,150,6028-6037,this_repr,"str,tuple"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,150,6054-6063,this_repr,"str,tuple"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,152,6130-6139,this_repr,"str,list,tuple"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,152,6158-6167,this_repr,"str,list,tuple"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,153,6206-6214,line_sep,"str,int"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,154,6256-6264,line_sep,"str,int"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,158,6394-6403,this_repr,"str,list,tuple"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,159,6438-6447,this_repr,"str,list,tuple"
sklearn\base.py,_pprint,"params, offset='0', printer=repr",118,165,164,6603-6604,l,"str,list"
sklearn\calibration.py,fit,"self, X, y, sample_weight=None",104,185,149,6043-6057,base_estimator,"GaussianNB,LinearSVC"
sklearn\calibration.py,__init__,"self, base_estimator, method='sigmoid'",269,271,270,11093-11107,base_estimator,"GaussianNB,LinearSVC"
sklearn\calibration.py,_preproc,"self, X",273,289,275,11233-11247,base_estimator,"GaussianNB,LinearSVC"
sklearn\calibration.py,_preproc,"self, X",273,289,276,11294-11308,base_estimator,"GaussianNB,LinearSVC"
sklearn\calibration.py,_preproc,"self, X",273,289,279,11427-11441,base_estimator,"GaussianNB,LinearSVC"
sklearn\calibration.py,_preproc,"self, X",273,289,280,11484-11498,base_estimator,"GaussianNB,LinearSVC"
sklearn\calibration.py,fit,"self, X, y, sample_weight=None",104,185,157,6437-6451,base_estimator,"GaussianNB,LinearSVC"
sklearn\calibration.py,fit,"self, X, y, sample_weight=None",104,185,158,6503-6517,base_estimator,"GaussianNB,LinearSVC"
sklearn\calibration.py,fit,"self, X, y, sample_weight=None",104,185,167,7014-7016,cv,"StratifiedKFold,_CVIterableWrapper,int,KFold"
sklearn\calibration.py,fit,"self, X, y, sample_weight=None",104,185,168,7070-7084,base_estimator,"GaussianNB,LinearSVC"
sklearn\cross_validation.py,check_cv,"cv, X=None, y=None, classifier=False",1641,1693,1693,61309-61311,cv,"KFold,int,StratifiedKFold,?"
sklearn\cross_validation.py,cross_val_predict,"estimator, X, y=None, cv=None, n_jobs='1', verbose='0', fit_params=None, pre_dispatch='2*n_jobs'",1191,1281,1267,46225-46227,cv,"KFold,int,StratifiedKFold"
sklearn\cross_validation.py,permutation_test_score,"estimator, X, y, cv=None, n_permutations='100', n_jobs='1', labels=None, random_state='0', verbose='0', scoring=None",1696,1793,1785,64711-64713,cv,"KFold,int,StratifiedKFold"
sklearn\cross_validation.py,permutation_test_score,"estimator, X, y, cv=None, n_permutations='100', n_jobs='1', labels=None, random_state='0', verbose='0', scoring=None",1696,1793,1788,64903-64905,cv,"KFold,int,StratifiedKFold"
sklearn\cross_validation.py,cross_val_score,"estimator, X, y=None, scoring=None, cv=None, n_jobs='1', verbose='0', fit_params=None, pre_dispatch='2*n_jobs'",1361,1444,1443,52313-52315,cv,"KFold,int,StratifiedKFold"
sklearn\cross_validation.py,_fit_and_score,"estimator, X, y, scorer, train, test, verbose, parameters, fit_params, return_train_score=False, return_parameters=False, error_score='raise'",1447,1572,1566,56636-56643,end_msg,"str,tuple"
sklearn\cross_validation.py,_fit_and_score,"estimator, X, y, scorer, train, test, verbose, parameters, fit_params, return_train_score=False, return_parameters=False, error_score='raise'",1447,1572,1566,56653-56660,end_msg,"str,tuple"
sklearn\discriminant_analysis.py,_cov,"X, shrinkage=None",34,70,70,2431-2432,s,"str,int,None,float"
sklearn\discriminant_analysis.py,_solve_eigen,"self, X, y, shrinkage",297,345,334,11975-11977,St,"str,int,float"
sklearn\discriminant_analysis.py,_solve_eigen,"self, X, y, shrinkage",297,345,336,12040-12042,Sb,"str,int,None,float"
sklearn\dummy.py,predict_log_proba,"self, X",300,321,317,12026-12027,X,"list,int"
sklearn\dummy.py,predict,"self, X",453,479,471,17717-17718,X,"list,int"
sklearn\grid_search.py,_check_param_grid,param_grid,324,338,328,12078-12088,param_grid,"list,dict"
sklearn\grid_search.py,__init__,"self, param_grid",89,94,94,3401-3411,param_grid,"list,dict"
sklearn\grid_search.py,_fit,"self, X, y, parameter_iterable",524,610,545,20340-20342,cv,"KFold,int,StratifiedKFold"
sklearn\grid_search.py,_fit,"self, X, y, parameter_iterable",524,610,546,20420-20422,cv,"KFold,int,StratifiedKFold"
sklearn\grid_search.py,_fit,"self, X, y, parameter_iterable",524,610,561,21044-21046,cv,"KFold,int,StratifiedKFold"
sklearn\grid_search.py,_fit,"self, X, y, parameter_iterable",524,610,565,21170-21172,cv,"KFold,int,StratifiedKFold"
sklearn\learning_curve.py,validation_curve,"estimator, X, y, param_name, param_range, cv=None, scoring=None, n_jobs='1', pre_dispatch='all', verbose='0'",249,343,336,14744-14746,cv,"KFold,int,StratifiedKFold"
sklearn\naive_bayes.py,_update_mean_variance,"n_past, mu, var, X, sample_weight=None",177,250,248,8756-8765,total_ssd,"GaussianNB,int,float"
sklearn\naive_bayes.py,_update_mean_variance,"n_past, mu, var, X, sample_weight=None",177,250,250,8794-8802,total_mu,"GaussianNB,float"
sklearn\naive_bayes.py,_update_mean_variance,"n_past, mu, var, X, sample_weight=None",177,250,250,8804-8813,total_var,"GaussianNB,int,float"
sklearn\random_projection.py,_check_density,"density, n_features",136,144,144,5250-5257,density,"str,int"
sklearn\random_projection.py,sparse_random_matrix,"n_components, n_features, density='auto', random_state=None",196,287,259,9068-9075,density,"str,int"
sklearn\random_projection.py,sparse_random_matrix,"n_components, n_features, density='auto', random_state=None",196,287,271,9559-9566,density,"str,int"
sklearn\random_projection.py,sparse_random_matrix,"n_components, n_features, density='auto', random_state=None",196,287,287,10239-10246,density,"str,int"
sklearn\cluster\hierarchical.py,fit,"self, X, y=None",672,743,712,28351-28368,compute_full_tree,"bool,str"
sklearn\cluster\hierarchical.py,fit,"self, X, y=None",672,743,715,28458-28475,compute_full_tree,"bool,str"
sklearn\cluster\hierarchical.py,fit,"self, X, y=None",672,743,721,28791-28808,compute_full_tree,"bool,str"
sklearn\cluster\hierarchical.py,fit,"self, X, y=None",672,743,734,29303-29320,compute_full_tree,"bool,str"
sklearn\cluster\k_means_.py,k_means,"X, n_clusters, init='k-means++', precompute_distances='auto', n_init='10', max_iter='300', verbose=False, tol='0.0001', random_state=None, copy_x=True, n_jobs='1', return_n_iter=False",166,358,323,12735-12755,precompute_distances,"bool,str"
sklearn\cluster\k_means_.py,k_means,"X, n_clusters, init='k-means++', precompute_distances='auto', n_init='10', max_iter='300', verbose=False, tol='0.0001', random_state=None, copy_x=True, n_jobs='1', return_n_iter=False",166,358,337,13527-13547,precompute_distances,"bool,str"
sklearn\cluster\k_means_.py,k_means,"X, n_clusters, init='k-means++', precompute_distances='auto', n_init='10', max_iter='300', verbose=False, tol='0.0001', random_state=None, copy_x=True, n_jobs='1', return_n_iter=False",166,358,356,14259-14270,best_n_iter,"list,int"
sklearn\cluster\k_means_.py,_mini_batch_convergence,"model, iteration_idx, n_iter, tol, n_samples, centers_squared_diff, batch_inertia, context, verbose='0'",1047,1110,1078,41428-41440,progress_msg,"str,tuple"
sklearn\cluster\tests\test_k_means.py,test_n_init,,672,687,687,26981-26992,failure_msg,"list,str"
sklearn\covariance\shrunk_covariance_.py,shrunk_covariance,"emp_cov, shrinkage='0.1'",27,63,61,1593-1603,shrunk_cov,"str,float"
sklearn\covariance\shrunk_covariance_.py,shrunk_covariance,"emp_cov, shrinkage='0.1'",27,63,63,1659-1669,shrunk_cov,"str,float"
sklearn\datasets\mldata.py,fetch_mldata,"dataname, target_name='label', data_name='data', transpose_data=True, data_home=None",37,215,194,6606-6617,target_name,"list,str"
sklearn\datasets\mldata.py,fetch_mldata,"dataname, target_name='label', data_name='data', transpose_data=True, data_home=None",37,215,195,6657-6668,target_name,"list,str"
sklearn\datasets\mldata.py,fetch_mldata,"dataname, target_name='label', data_name='data', transpose_data=True, data_home=None",37,215,196,6715-6726,target_name,"list,str"
sklearn\datasets\mldata.py,fetch_mldata,"dataname, target_name='label', data_name='data', transpose_data=True, data_home=None",37,215,201,6855-6864,data_name,"list,str"
sklearn\datasets\mldata.py,fetch_mldata,"dataname, target_name='label', data_name='data', transpose_data=True, data_home=None",37,215,202,6904-6913,data_name,"list,str"
sklearn\datasets\mldata.py,fetch_mldata,"dataname, target_name='label', data_name='data', transpose_data=True, data_home=None",37,215,203,6958-6967,data_name,"list,str"
sklearn\datasets\rcv1.py,fetch_rcv1,"data_home=None, subset='all', download_if_missing=True, random_state=None, shuffle=False",39,221,131,4661-4669,file_url,"str,tuple"
sklearn\datasets\rcv1.py,fetch_rcv1,"data_home=None, subset='all', download_if_missing=True, random_state=None, shuffle=False",39,221,132,4705-4713,file_url,"str,tuple"
sklearn\datasets\samples_generator.py,make_checkerboard,"shape, n_clusters, noise='0.0', minval='10', maxval='100', shuffle=True, random_state=None",1544,1643,1611,56730-56744,n_row_clusters,"int,tuple"
sklearn\datasets\samples_generator.py,make_checkerboard,"shape, n_clusters, noise='0.0', minval='10', maxval='100', shuffle=True, random_state=None",1544,1643,1612,56795-56809,n_row_clusters,"int,tuple"
sklearn\datasets\samples_generator.py,make_checkerboard,"shape, n_clusters, noise='0.0', minval='10', maxval='100', shuffle=True, random_state=None",1544,1643,1614,56914-56928,n_col_clusters,"int,tuple"
sklearn\datasets\samples_generator.py,make_checkerboard,"shape, n_clusters, noise='0.0', minval='10', maxval='100', shuffle=True, random_state=None",1544,1643,1615,56979-56993,n_col_clusters,"int,tuple"
