commit,author,date,title,faultID,file
3c49e87,Daniel Lindsley,2013-12-23 13:48:38,"Merge branch 'switch-to-super' into develop Fixes #1918, #1936 & #1937.",1918
237f9a0,Daniel G. Taylor,2013-12-23 13:12:51,Merge pull request #1948 from danielgtaylor/jimbrowne-sts-secure-token,1948
b7a8b19,kdmukai,2013-12-22 13:05:41,Remove unnecessary '?' from req.path on POST,403,boto/auth.py
f4c11f5,Daniel G. Taylor,2013-12-21 15:14:55,Merge pull request #1940 from danielgtaylor/strptime-bug,1898
2ef66c9,Daniel G. Taylor,2013-12-20 15:32:09,Fix #1898 by doing an initial call to `datetime.strptime`,1898,boto/__init__.py
2ef66c9,Daniel G. Taylor,2013-12-20 15:32:09,Fix #1898 by doing an initial call to `datetime.strptime`,1898,tests/unit/utils/test_utils.py
d800000,Andrew Jorgensen,2013-12-19 13:20:07,Add SriovNetSupport to Image and register_image Fixes #1933.,1933,boto/ec2/connection.py
d800000,Andrew Jorgensen,2013-12-19 13:20:07,Add SriovNetSupport to Image and register_image Fixes #1933.,1933,boto/ec2/image.py
d800000,Andrew Jorgensen,2013-12-19 13:20:07,Add SriovNetSupport to Image and register_image Fixes #1933.,1933,tests/unit/ec2/test_connection.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/auth.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/cloudformation/template.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/cloudfront/identity.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/cloudfront/signers.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/ec2/group.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/ec2/image.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/ec2/instance.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/ec2/snapshot.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/ec2/volume.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/exception.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/mturk/connection.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/mturk/layoutparam.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/mturk/notification.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/mturk/price.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/mturk/qualification.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/mturk/question.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/pyami/scriptbase.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/s3/acl.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/s3/bucket.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/s3/bucketlistresultset.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/s3/bucketlogging.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/s3/connection.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/s3/deletemarker.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/s3/user.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/sdb/db/manager/xmlmanager.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/sdb/domain.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/sdb/queryresultset.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/services/result.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/services/submit.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/sqs/message.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/sqs/queue.py
ca36fa2,Daniel Lindsley,2013-12-18 13:51:20,Switched all classes over to new-style classes.,1918,boto/swf/layer1_decisions.py
b6670ce,Daniel G. Taylor,2013-12-18 15:24:00,Merge pull request #1906 from oxtopus/issue-1757-update_desired_capacity,1906
b9749c6,Daniel G. Taylor,2013-12-18 15:14:47,Merge pull request #1928 from danielgtaylor/emr-update,1928
32dac5b,Daniel Lindsley,2013-12-18 14:52:16,"Merge branch 'dynamo_global_indexes' into develop Fixes #1924, #1913",1924
8e4c595,Daniel G. Taylor,2013-12-17 14:41:15,Merge pull request #1920 from tmacam/AddEMRAddTagSupport,1920
aadcc84,Tiago Alves Macambira,2013-12-17 16:50:54,Add AddTags support for EMR connections.,1909,boto/emr/connection.py
aadcc84,Tiago Alves Macambira,2013-12-17 16:50:54,Add AddTags support for EMR connections.,1909,tests/unit/emr/test_connection.py
fcf702a,Daniel Lindsley,2013-12-15 20:14:00,Merge pull request #1914 from mohangk/develop,2013
36da5de,Mohan Krishnan,2013-12-16 12:00:01,Update RDS documentation for API version: 2013-09-09,2013,boto/rds/__init__.py
f82e7a5,Daniel G. Taylor,2013-12-13 11:16:15,Merge pull request #1912 from danielgtaylor/bugfix-iam,1912
1d9eb52,Mitch Garnaat,2013-12-13 09:48:44,Update Elastic Beanstalk module to support worker environments.  Fixes #1910.,1910,boto/beanstalk/layer1.py
1d9eb52,Mitch Garnaat,2013-12-13 09:48:44,Update Elastic Beanstalk module to support worker environments.  Fixes #1910.,1910,tests/unit/beanstalk/test_layer1.py
808e550,James O'Beirne,2013-12-10 15:54:10,Implement nonzero for Item to consider empty items falsey,1899,boto/dynamodb2/items.py
808e550,James O'Beirne,2013-12-10 15:54:10,Implement nonzero for Item to consider empty items falsey,1899,tests/unit/dynamodb2/test_table.py
ba6b8c7,Daniel G. Taylor,2013-12-12 13:26:50,Merge pull request #1901 from oxtopus/cloudwatch-metrics-docstring-fix,1901
5f4506e,Daniel G. Taylor,2013-12-11 09:12:36,Merge pull request #1900 from danielgtaylor/metadata,1900
4ae37cc,Daniel G. Taylor,2013-12-10 13:50:04,Make trailing slashes for metadata URLs explicit and remove the trailing slash from userdata calls. This is an alternative implementation to #1897.,1897,boto/utils.py
4ae37cc,Daniel G. Taylor,2013-12-10 13:50:04,Make trailing slashes for metadata URLs explicit and remove the trailing slash from userdata calls. This is an alternative implementation to #1897.,1897,tests/unit/utils/test_utils.py
5fc59d6,Daniel G. Taylor,2013-12-09 13:51:07,Merge pull request #1896 from stevearc/dynamodb_scan_in,1896
342b8df,Daniel G. Taylor,2013-12-09 11:08:29,Merge pull request #1876 from stevearc/elasticache_api_fix,1876
fc4674f,Daniel G. Taylor,2013-12-06 14:00:31,Merge pull request #1895 from danielgtaylor/as-bool,1895
0638d29,Daniel G. Taylor,2013-12-06 13:46:33,Fix honor cooldown AutoScaling parameter serialization to prevent an exception and bad request. Fixes #1892.,1892,boto/ec2/autoscale/__init__.py
0638d29,Daniel G. Taylor,2013-12-06 13:46:33,Fix honor cooldown AutoScaling parameter serialization to prevent an exception and bad request. Fixes #1892.,1892,tests/unit/ec2/autoscale/test_group.py
3cbca26,Daniel G. Taylor,2013-12-05 15:56:08,Merge pull request #1894 from danielgtaylor/dc,1894
070e4f6,Daniel G. Taylor,2013-12-04 12:57:57,Merge pull request #1888 from itoshkov/feature/sdb-dump-sort,1888
a19eb14,Daniel G. Taylor,2013-12-04 12:36:38,Merge pull request #1887 from juanfont/develop,1887
ce6df03,Daniel G. Taylor,2013-12-04 11:36:29,Merge pull request #1862 from dkavanagh/fix-v4-host-header,1862
41470a0,Daniel G. Taylor,2013-12-03 13:21:47,Merge pull request #1883 from henrysher/henrysher-patch-boto-utils,1883
35ee651,Juan Font,2013-12-03 13:13:21,Fixed bug when arg==0 (issue #1886),1886,boto/rds/__init__.py
6f704d9,Daniel G. Taylor,2013-12-02 15:02:33,Merge pull request #1881 from luisbarrueco/develop,1881
2751dff,Daniel G. Taylor,2013-12-02 15:01:10,Merge pull request #1880 from juanfont/develop,1880
58b4cf9,Henry Huang,2013-11-30 01:41:27,add a retry when metadata fetched with a corrupt JSON format Fixes #1868,1868,boto/utils.py
58b4cf9,Henry Huang,2013-11-30 01:41:27,add a retry when metadata fetched with a corrupt JSON format Fixes #1868,1868,tests/unit/utils/test_utils.py
ad8a64a,Daniel G. Taylor,2013-11-27 10:12:54,Merge pull request #1873 from danielgtaylor/ec2-max-results,1873
bffb758,Daniel G. Taylor,2013-11-26 11:30:56,Merge pull request #1872 from juanfont/develop,1872
32bc333,Daniel G. Taylor,2013-11-25 10:59:39,Merge pull request #1870 from Celc/patch-1,1870
5610dd7,Daniel G. Taylor,2013-11-22 10:21:20,Merge pull request #1864 from danielgtaylor/s3-header-encoding,1864
0172b41,Daniel G. Taylor,2013-11-21 13:40:40,Merge pull request #1866 from jthigpen/master,1866
1c51d17,Daniel G. Taylor,2013-11-21 13:39:53,Merge pull request #1867 from danielgtaylor/sts-iam,1867
a3a29f8,Daniel G. Taylor,2013-11-19 13:17:30,Merge pull request #1863 from balihoo-acobb/develop,1863
0e6dcbe,Daniel G. Taylor,2013-11-19 13:01:09,Merge branch 's3-fix' into develop. Makes sure file is closed before attempting to delete it when downloading an S3 key. Fixes #1791.,1791
1596bce,acobb,2013-11-19 10:58:05,reorder documetation to match param order,1863,boto/beanstalk/layer1.py
15054e5,dkavanagh,2013-11-18 15:12:32,use auth_handler to specify host header value if possible,1862,boto/connection.py
256a115,Daniel G. Taylor,2013-11-18 11:00:28,Merge pull request #1861 from rayrayson/develop,1861
76f8b7f,Daniel G. Taylor,2013-11-18 10:58:59,Merge pull request #1852 from chuegle/develop,1852
895e5e3,Rayson Ho,2013-11-18 16:13:43,minor doc typo fixes,1861,boto/cloudtrail/layer1.py
0fd5300,Daniel G. Taylor,2013-11-15 16:28:02,Merge pull request #1859 from danielgtaylor/ddb-fix,1825
0b62c70,Daniel G. Taylor,2013-11-15 15:33:23,Merge pull request #1857 from bpennypacker/promote_and_rename,1857
3007956,Daniel G. Taylor,2013-11-15 10:06:33,Merge pull request #1850 from rjschwei/registerWithSnap,1850
a90bb17,Michael Barrientos,2013-10-25 14:00:47,"Tests for #1554, remove unneeded compatibility layer",1554,boto/ec2/connection.py
a90bb17,Michael Barrientos,2013-10-25 14:00:47,"Tests for #1554, remove unneeded compatibility layer",1554,tests/unit/ec2/test_snapshot.py
c70b8d6,Daniel G. Taylor,2013-11-08 11:26:56,Merge pull request #1844 from drrb/issue-1843,1844
51a0924,Daniel Lindsley,2013-11-05 03:11:21,Added tests for the Cloudsearch changes. Finishes #1842.,1842,boto/cloudsearch/search.py
51a0924,Daniel Lindsley,2013-11-05 03:11:21,Added tests for the Cloudsearch changes. Finishes #1842.,1842,tests/integration/cloudsearch/test_search.py
de3337f,drrb,2013-11-05 15:49:46,Issue #1843: replace correct ACL association,1843,boto/vpc/__init__.py
de3337f,drrb,2013-11-05 15:49:46,Issue #1843: replace correct ACL association,1843,tests/unit/vpc/test_vpc.py
99e2e67,Daniel G. Taylor,2013-11-04 10:07:53,Merge pull request #1837 from phickey/develop,1837
ef9564f,Daniel G. Taylor,2013-11-01 14:55:05,Merge pull request #1838 from danielgtaylor/jobflow-steps,1838
2a00c92,Daniel G. Taylor,2013-11-01 12:55:18,Merge pull request #1835 from bodylabs/decode_sqs_message_after_parsing_finishes_2,1835
9a359ec,Daniel G. Taylor,2013-10-30 09:18:52,Merge pull request #1824 from twork-veracode/develop,1824
639505f,Daniel G. Taylor,2013-10-29 13:48:21,Merge pull request #1821 from danielgtaylor/ddblocal,1821
e8ac470,Tobias Work,2013-10-29 09:14:38,Fixes #1823,1823,boto/ec2/autoscale/launchconfig.py
0f6f089,Daniel G. Taylor,2013-10-28 14:27:14,Merge pull request #1815 from disruptek/mws_parsing,1815
b408637,Daniel G. Taylor,2013-10-28 13:46:43,Merge pull request #1816 from mbarrien/vpc,1816
9433fe2,Daniel G. Taylor,2013-10-28 11:13:55,Merge pull request #1813 from mbarrien/pull-request-snapshots,1813
e010358,Michael Barrientos,2013-10-25 15:46:37,Add tests to #1481,1481,boto/vpc/__init__.py
e010358,Michael Barrientos,2013-10-25 15:46:37,Add tests to #1481,1481,tests/unit/vpc/test_vpnconnection.py
6e355b3,Daniel Lindsley,2013-10-25 16:13:44,Merge branch 'route53-retry-400s' into develop Fixes #1618.,1618
d58d4f6,Daniel Lindsley,2013-10-25 15:02:16,Altered Route53 to retry some 400 errors. Fixes #1618.,1618,boto/route53/connection.py
d58d4f6,Daniel Lindsley,2013-10-25 15:02:16,Altered Route53 to retry some 400 errors. Fixes #1618.,1618,tests/unit/route53/__init__.py
d58d4f6,Daniel Lindsley,2013-10-25 15:02:16,Altered Route53 to retry some 400 errors. Fixes #1618.,1618,tests/unit/route53/test_connection.py
f3361b9,Daniel G. Taylor,2013-10-25 14:23:53,Merge pull request #1811 from mbarrien/spotinstance,1811
52bd753,Michael Barrientos,2013-10-25 14:00:47,"Tests for #1554, remove unneeded compatibility layer",1554,boto/ec2/connection.py
52bd753,Michael Barrientos,2013-10-25 14:00:47,"Tests for #1554, remove unneeded compatibility layer",1554,tests/unit/ec2/test_snapshot.py
54da8b6,Daniel Lindsley,2013-10-25 14:08:13,Merge branch 'update-reqs' into develop Fixes #1617.,1617
947a14a,Daniel G. Taylor,2013-10-25 13:47:05,Merge pull request #1810 from danielgtaylor/s3-kwargs,1810
43d995f,Michael Barrientos,2013-10-25 13:40:07,Fix #1754 cancel_spot_instance_requests return val,1754,boto/ec2/connection.py
43d995f,Michael Barrientos,2013-10-25 13:40:07,Fix #1754 cancel_spot_instance_requests return val,1754,tests/unit/ec2/test_spotinstance.py
9913431,Daniel Lindsley,2013-10-25 12:33:23,Fixes #1716 - DynamoDB now correctly decodes single character attributes that overlap with DDB types.,1716,boto/dynamodb/types.py
9913431,Daniel Lindsley,2013-10-25 12:33:23,Fixes #1716 - DynamoDB now correctly decodes single character attributes that overlap with DDB types.,1716,tests/integration/dynamodb/test_layer2.py
9043d09,Daniel G. Taylor,2013-10-25 12:08:48,Merge pull request #1809 from mbarrien/network_acl_support,1098
bace7b6,Daniel G. Taylor,2013-10-25 11:22:20,Validate S3 method kwarg names to prevent misspelling. Fixes #1782.,1782,boto/s3/bucket.py
bace7b6,Daniel G. Taylor,2013-10-25 11:22:20,Validate S3 method kwarg names to prevent misspelling. Fixes #1782.,1782,tests/unit/s3/test_bucket.py
2cecaca,Daniel Lindsley,2013-10-25 10:50:36,Merge branch 'ddb2-port-lookup' into develop Fixes #1780.,1780
dc8bbea,Daniel G. Taylor,2013-10-24 16:52:01,Merge pull request #1781 from gustavorauber/develop,1781
4233fbf,Daniel G. Taylor,2013-10-24 14:24:03,Merge pull request #1808 from danielgtaylor/cloudwatch-doc,1808
acaf940,Daniel G. Taylor,2013-10-24 13:19:00,Clarify documentation for MetricAlarm dimensions. Fixes #1803.,1803,boto/ec2/cloudwatch/alarm.py
8c5d8de,Daniel G. Taylor,2013-10-23 14:14:09,Merge pull request #1801 from mbarrien/vpc,1801
664f6e8,Daniel G. Taylor,2013-10-23 13:39:00,Merge pull request #1807 from j0nes2k/develop,1807
4aad26d,Daniel G. Taylor,2013-10-22 14:23:34,Merge pull request #1806 from bdubertret/elbadmin_multinst,1806
6685adb,Daniel G. Taylor,2013-10-22 09:36:40,Merge pull request #1799 from anarcher/develop,1799
9e51f32,Daniel Lindsley,2013-10-21 15:28:24,Added tests for the changes to MWS in #1374.,1374,boto/mws/connection.py
9e51f32,Daniel Lindsley,2013-10-21 15:28:24,Added tests for the changes to MWS in #1374.,1374,tests/unit/mws/__init__.py
9e51f32,Daniel Lindsley,2013-10-21 15:28:24,Added tests for the changes to MWS in #1374.,1374,tests/unit/mws/test_connection.py
52c5432,Daniel G. Taylor,2013-10-18 14:56:32,Merge pull request #1800 from oozie/swf_tut,1800
3804b16,Daniel G. Taylor,2013-10-17 16:05:10,Merge pull request #1797 from oozie/swf_tut,1797
c832e2d,Daniel G. Taylor,2013-10-17 15:43:21,Merge pull request #1798 from danielgtaylor/retry,1798
e7bc207,Daniel G. Taylor,2013-10-17 15:34:49,"Fix #1792 by retrying 502, 504 HTTP errors.",1792,boto/connection.py
e7bc207,Daniel G. Taylor,2013-10-17 15:34:49,"Fix #1792 by retrying 502, 504 HTTP errors.",1792,tests/unit/s3/test_key.py
3bf2325,Daniel G. Taylor,2013-10-17 09:53:28,Merge pull request #1796 from whilp/re-raise,1796
86afe2e,Daniel G. Taylor,2013-10-16 10:14:28,Merge pull request #1794 from danielgtaylor/create-image,1766
8ee4b1f,Daniel G. Taylor,2013-10-15 15:44:48,Merge pull request #1783 from mrkschan/lss3-marker-support,1783
96d60c1,Daniel G. Taylor,2013-10-15 15:25:02,Add block_device_mapping to EC2Connection.create_image. Fixes #1766.,1766,boto/ec2/connection.py
96d60c1,Daniel G. Taylor,2013-10-15 15:25:02,Add block_device_mapping to EC2Connection.create_image. Fixes #1766.,1766,tests/unit/ec2/test_connection.py
5505113,Daniel G. Taylor,2013-10-14 15:52:26,Merge pull request #1763 from mshang/develop,1763
c1ad303,Daniel G. Taylor,2013-10-14 10:57:14,Merge pull request #1786 from ryang-inova/develop,1786
7b46ca5,Daniel G. Taylor,2013-10-11 14:37:13,Merge pull request #1785 from disruptek/fix_empty_memberlists,1784
e7b0b39,Daniel G. Taylor,2013-10-10 14:18:36,Merge pull request #1777 from tobiaspal/develop,1777
8454a2b,Daniel G. Taylor,2013-10-10 14:10:36,Merge pull request #1776 from mbox/bug1775-item-attrs,1776
75de377,Daniel G. Taylor,2013-10-10 11:58:12,Merge pull request #1770 from micahhausler/documentation/fixes,1770
36524f5,Daniel G. Taylor,2013-10-10 11:57:27,Merge pull request #1769 from oozie/swf_tut,1769
b6c7330,Daniel G. Taylor,2013-10-09 11:57:15,Merge pull request #1764 from danielgtaylor/pooling-port,1764
29e901a,Malcolm Box,2013-10-08 11:10:36,Testcase for #1775,1775,tests/integration/dynamodb/test_layer2.py
6ab7c26,Malcolm Box,2013-10-08 11:04:24,Fix #1775 - item attrs not initialised correctly,1775,boto/dynamodb/item.py
1a38f32,Daniel G. Taylor,2013-10-07 16:11:21,Merge pull request #1773 from danielgtaylor/con-close,1773
977b7dc,Daniel G. Taylor,2013-10-07 15:14:24,Merge pull request #1751 from jlg/develop,1751
4424e1b,Daniel G. Taylor,2013-10-07 14:55:52,Merge pull request #1760 from martinthegeek/develop,1760
bec5e70,Daniel G. Taylor,2013-10-07 14:24:09,Merge pull request #1771 from danielgtaylor/term-instances,1771
fb24127,Daniel G. Taylor,2013-10-07 14:19:11,Remove unused code that causes an exception in rare cases and add a unit test for that case. Fixes #1748.,1748,boto/ec2/instance.py
fb24127,Daniel G. Taylor,2013-10-07 14:19:11,Remove unused code that causes an exception in rare cases and add a unit test for that case. Fixes #1748.,1748,tests/unit/ec2/test_connection.py
e78d88a,Daniel G. Taylor,2013-10-07 13:09:02,Merge pull request #1739 from jpommer/as_tags_propagation_fix,1739
76aef10,Daniel G. Taylor,2013-10-03 16:38:48,Merge pull request #1762 from micahhausler/documentation/fixes,1762
54c1c1a,Martin andrews,2013-10-01 08:47:28,fix typo in detach_subnets(),1760,boto/ec2/elb/loadbalancer.py
4296835,Daniel G. Taylor,2013-09-19 11:25:33,Merge pull request #1736 from carsongee/ReplaceRouteTableAssociation,1736
224e601,Carson Gee,2013-09-18 21:36:32,Added support for the ReplaceRouteTableAssociation in response to issue #1727,1727,boto/vpc/__init__.py
224e601,Carson Gee,2013-09-18 21:36:32,Added support for the ReplaceRouteTableAssociation in response to issue #1727,1727,tests/unit/vpc/test_vpc.py
8d2b492,Daniel G. Taylor,2013-09-18 15:45:03,Merge pull request #1734 from danielgtaylor/ddb-host,1734
2afc68e,Daniel G. Taylor,2013-09-18 15:27:23,Merge pull request #1733 from danielgtaylor/amiato-master,1733
ebb7ace,Daniel G. Taylor,2013-09-18 14:21:47,Merge pull request #1717 from rayrayson/develop,1717
a574a16,Rayson Ho,2013-09-18 18:44:24,unit tests for put_notification_configuration() and delete_notification_configuration() (#1717),1717,tests/unit/ec2/autoscale/test_group.py
d9c28f6,Daniel G. Taylor,2013-09-17 14:20:33,Merge pull request #1731 from danielgtaylor/s3put-fix,1731
75d5c7b,Daniel G. Taylor,2013-09-17 13:33:33,"Attempt to auto-detect bucket region information and if no manual --host or --region has been passed, set the region automatically so things just work. This fixes #1655.",1655
fa8d871,Daniel Lindsley,2013-09-17 13:15:58,Merge remote-tracking branch 'oozie/fix_swf_poll_tasklist' into develop Fixes #1724.,1724
35a516e,Daniel Lindsley,2013-09-17 13:12:11,Fixes #1729 - Removed erroneous ``dry_run=`` parameter.,1729,boto/ec2/securitygroup.py
d7fa338,Daniel Lindsley,2013-09-16 14:25:30,Merge branch 'release-v2.13.1',1713
02893e1,Daniel Lindsley,2013-09-16 14:03:14,Fixes #1713 - Corrected a DDB bug where scanning over large set with a filter may not return all results.,1713,boto/dynamodb2/results.py
02893e1,Daniel Lindsley,2013-09-16 14:03:14,Fixes #1713 - Corrected a DDB bug where scanning over large set with a filter may not return all results.,1713,tests/unit/dynamodb2/test_table.py
7958c70,Daniel G. Taylor,2013-09-16 13:49:41,Merge pull request #1700 from krallin/s3put-fix-header,1700
d7edafc,Daniel Lindsley,2013-09-13 15:37:29,Fixes #1723 - A prior commit broke ``run_instances`` with block device mappings on EC2. This makes both EC2 & Autoscaling work with block device mappings.,1723,boto/ec2/autoscale/__init__.py
d7edafc,Daniel Lindsley,2013-09-13 15:37:29,Fixes #1723 - A prior commit broke ``run_instances`` with block device mappings on EC2. This makes both EC2 & Autoscaling work with block device mappings.,1723,boto/ec2/blockdevicemapping.py
d7edafc,Daniel Lindsley,2013-09-13 15:37:29,Fixes #1723 - A prior commit broke ``run_instances`` with block device mappings on EC2. This makes both EC2 & Autoscaling work with block device mappings.,1723,boto/ec2/connection.py
d7edafc,Daniel Lindsley,2013-09-13 15:37:29,Fixes #1723 - A prior commit broke ``run_instances`` with block device mappings on EC2. This makes both EC2 & Autoscaling work with block device mappings.,1723,tests/unit/ec2/test_blockdevicemapping.py
974743f,Daniel Lindsley,2013-09-13 15:13:25,"Revert ""Fixes #1709 - Cannot create Launch Configuration with Block Device Mappings""",1709,boto/ec2/blockdevicemapping.py
974743f,Daniel Lindsley,2013-09-13 15:13:25,"Revert ""Fixes #1709 - Cannot create Launch Configuration with Block Device Mappings""",1709,tests/unit/ec2/autoscale/test_group.py
0a52c82,Daniel Lindsley,2013-09-13 15:08:53,Fixes #1722 - Missed a place where ``dry_run`` is supposed to be supplied.,1722,boto/ec2/securitygroup.py
0a52c82,Daniel Lindsley,2013-09-13 15:08:53,Fixes #1722 - Missed a place where ``dry_run`` is supposed to be supplied.,1722,tests/unit/ec2/test_securitygroup.py
26285aa,Daniel Lindsley,2013-09-13 14:23:37,Merge remote-tracking branch 'abhinav/fix-copy-image' into develop Fixes #1672.,1672
7b70eaf,Daniel Lindsley,2013-09-12 15:42:59,Merge branch 'release-2.13.0',1679
1e77b61,root,2013-09-11 18:43:40,implement delete_notification_configuration(),1717,boto/ec2/autoscale/__init__.py
1e77b61,root,2013-09-11 18:43:40,implement delete_notification_configuration(),1717,boto/ec2/autoscale/group.py
2fc2369,Daniel Lindsley,2013-09-10 16:28:38,"Fixes #1679, #1566 - Altered DDBv2's ``batch_write`` to appropriately queue & retry unprocessed items.",1679,boto/dynamodb2/layer1.py
2fc2369,Daniel Lindsley,2013-09-10 16:28:38,"Fixes #1679, #1566 - Altered DDBv2's ``batch_write`` to appropriately queue & retry unprocessed items.",1679,boto/dynamodb2/table.py
2fc2369,Daniel Lindsley,2013-09-10 16:28:38,"Fixes #1679, #1566 - Altered DDBv2's ``batch_write`` to appropriately queue & retry unprocessed items.",1679,tests/integration/dynamodb2/test_highlevel.py
2fc2369,Daniel Lindsley,2013-09-10 16:28:38,"Fixes #1679, #1566 - Altered DDBv2's ``batch_write`` to appropriately queue & retry unprocessed items.",1679,tests/unit/dynamodb2/test_table.py
5fd728e,Tobias Work,2013-09-06 17:57:10,Fixes #1709 - Cannot create Launch Configuration with Block Device Mappings,1709,boto/ec2/blockdevicemapping.py
5fd728e,Tobias Work,2013-09-06 17:57:10,Fixes #1709 - Cannot create Launch Configuration with Block Device Mappings,1709,tests/unit/ec2/autoscale/test_group.py
ef2d28b,Daniel Lindsley,2013-09-06 13:00:35,Fixes #1664 - Corrected the behavior of ``dynamodb_load`` when working with sets.,1664
1e4ed2e,Jay R. Wren,2013-08-19 17:25:56,document get_all_images magic strings,1674,boto/ec2/connection.py
ad40af1,Daniel Lindsley,2013-09-04 13:33:58,Merge branch 'release-2.12.0',1687
e9a2c59,Daniel G. Taylor,2013-09-03 09:33:24,Merge pull request #1675 from tpodowd/mpu_return_part_for_etag,1675
eee7d14,Thomas Orozco,2013-09-02 16:54:52,"s3put: accept headers values containing ""=""",1700
89eae8c,Daniel Lindsley,2013-08-30 16:24:50,Fixed #1687 - Headers involved with signing sent with S3 keys should be case-insensitive for the user.,1687,boto/s3/key.py
89eae8c,Daniel Lindsley,2013-08-30 16:24:50,Fixed #1687 - Headers involved with signing sent with S3 keys should be case-insensitive for the user.,1687,tests/integration/s3/test_key.py
efa5d58,Daniel Lindsley,2013-08-29 12:37:35,Merge branch 'release-2.11.0',1642
1b3e10a,Daniel G. Taylor,2013-08-28 15:23:56,Merge pull request #1694 from danielgtaylor/rds-vpc-sg2,1694
61d394b,dialt0ne,2013-04-11 17:57:04,rds support for vpc security groups (rebased on boto 0.10.0 master),1441,boto/rds/__init__.py
61d394b,dialt0ne,2013-04-11 17:57:04,rds support for vpc security groups (rebased on boto 0.10.0 master),1441,boto/rds/dbinstance.py
61d394b,dialt0ne,2013-04-11 17:57:04,rds support for vpc security groups (rebased on boto 0.10.0 master),1441,boto/rds/vpcsecuritygroupmembership.py
779d5b6,Daniel G. Taylor,2013-08-28 13:48:51,Merge pull request #1693 from danielgtaylor/s3-put-write-only,1693
f35e914,Daniel G. Taylor,2013-08-28 09:52:48,"Make s3put non-multipart uploads not require ListBucket access, and document that multi-part uploads require ListBucket and ListMultipartUploadParts permissions. Fixes #1642.",1642
55e60ac,Daniel G. Taylor,2013-08-26 14:18:58,Merge pull request #1688 from danielgtaylor/andrewyates-develop,1688
1b8d700,Daniel G. Taylor,2013-08-22 15:29:54,Merge pull request #1683 from danielgtaylor/rds-vpc-sg,1683
1a66a5e,Daniel G. Taylor,2013-08-21 15:57:56,Merge pull request #1680 from danielgtaylor/r53-iteration,1680
71911e9,Daniel G. Taylor,2013-08-21 15:50:36,Merge pull request #1640 from reversefold/point_in_time_db_subnet_group,1640
