ID,Title,Created At,Closed At,Issues,Errors,Messages,Body
1813,[2.16.1] <type 'exceptions.AttributeError'> 'Field' object has no attribute 'options',2017-11-20T08:56:40Z,,,AttributeError,"AttributeError: 'Field' object has no attribute 'options'","Since I updated to 2.16 I get this error on every page (even new apps, but not admin):
```
<type 'exceptions.AttributeError'>('Field' object has no attribute 'options')

Traceback (most recent call last):
  File ""/home/robin/Documents/web2py/gluon/restricted.py"", line 219, in restricted
    exec(ccode, environment)
  File ""/home/robin/Documents/web2py/applications/newversion/models/db.py"", line 95, in <module>
    auth.define_tables(username=False, signature=False)
  File ""/home/robin/Documents/web2py/gluon/tools.py"", line 2216, in define_tables
    super(Auth, self).define_tables(username, signature, migrate, fake_migrate)._table_signature_list
  File ""/home/robin/Documents/web2py/gluon/authapi.py"", line 350, in define_tables
    format='%(first_name)s %(last_name)s (%(id)s)'))
  File ""/home/robin/.local/lib/python2.7/site-packages/pydal/base.py"", line 587, in define_table
    table = self.lazy_define_table(tablename, *fields, **args)
  File ""/home/robin/.local/lib/python2.7/site-packages/pydal/base.py"", line 606, in lazy_define_table
    field.requires = auto_validators(field)
  File ""/home/robin/.local/lib/python2.7/site-packages/pydal/helpers/methods.py"", line 260, in auto_validators
    return db.validators_method(field)
  File ""/home/robin/Documents/web2py/gluon/dal.py"", line 35, in _default_validators
    if isinstance(field.options, list) and field.requires:
AttributeError: 'Field' object has no attribute 'options'
```"
1812,computed field problem on update record - Web2py 2.16.1,2017-11-19T01:03:07Z,,,,,"I have this code:

my model:

```
def mysum(a,b):
    a=int(a)
    b=int(b)
    return a+b
db.define_table('mytable',
                Field('number1','integer'),
                Field('number2','integer'),
                Field('mysum', 'integer', compute=lambda row: mysum(row['number1'], row['number2']))
                )
```

my controller:

```
def index():
    if request.args(0):
        form=SQLFORM(db.mytable, request.args(0)).process()
    else:
        form=SQLFORM(db.mytable).process()
    if form.accepted:
        response.flash=""Ok""
    else:
        print form.errors
        response.falsh=form.errors
    return dict(form=form)
```

my view:
```
{{extend 'layout.html'}}

{{block header}}
<center style=""background-color: #333; color:white; padding:30px"">
  <h1>/{{=request.application}}/{{=request.controller}}/{{=request.function}}
</center>
{{end}}


{{=form.custom.begin}}
    <div>Number1</div>
    {{=form.custom.widget.number1}}
    <br>
    <div>Number2</div>
    {{=form.custom.widget.number2}}
    <br>
    {{=form.custom.submit}}
{{=form.custom.end}}
```

on update (appadmin too), the record not update.

 see in action (reproduce)
[https://drive.google.com/file/d/0B7J2UqggMO7eaHNPTkEycUY3VlhNN2NCUkw3T1FwRWgyT1ZR/view?usp=sharing](url)

[https://drive.google.com/file/d/0B7J2UqggMO7eUDZ5NktpUTJubFlVVVd2dUhYZy14eEoyWXlB/view?usp=sharing](url)

[https://drive.google.com/file/d/0B7J2UqggMO7eNC1ZZEsyVUtFeFdHTGZNUFBTTXA0OFA3aFhF/view?usp=sharing](url)

"
1811,Update SQLFORM deleted = False if readonly,2017-11-17T16:56:06Z,2017-11-22T20:50:40Z,,,,"This fixes the following syntax:
```
form = SQLFORM(table, record, readonly=readonly, deletable=True)

form.process()

if form.deleted:
   pass
elif form.accepted:
   pass
```

Otherwise, form.deleted is never set when readonly=True, and throws an attribute error.

It's possible, instead, that deleted should be set to False as a part of __init__.  That way, it always has the correct default value, to be overridden on deletion."
1810,Rocket has problems with large uploads from wininet client,2017-11-16T20:20:46Z,,,,,"If files are greater than about 1M, Rocket has delays posting the upload, and may show a timeout in the log.  User thinks transfer took a few seconds and was successful.

Reported in
<URL:https://groups.google.com/d/msg/web2py/dTK5lxWBsIA/JwskeLCrBwAJ>
and earlier in
<URL:https://groups.google.com/d/msg/web2py/lSdsqHLftVQ/Hf1j7z5jCwAJ>

web2py 2.14.6 on AWS Linux

/dps
"
1809,Rocket doesn't log enough information to diagnose connection issues.,2017-11-16T20:01:45Z,,,,,"After certificate renewal, Rocket restarts but connections are refused.  Log says ""listening"", but has no information about why connection was refused.

Reported at
<URL:https://groups.google.com/d/topic/web2py/G0hV1MALUJ0/discussion>

/dps
"
1808,translator params_substitution fails ,2017-11-16T06:36:38Z,,,TypeError,"TypeError: character mapping must return integer, None or unicode","The error appears in 2.15 in appadmin html template
and have survived after update
it is unicode related IMHO

web2py™ | Version 2.16.1-stable+timestamp.2017.11.14.05.54.25
Python 2.7.11
sys.setdefaultencoding('utf-8')  at sitecustomize.py


To reproduce open link 
/welcome/appadmin/select/db?query=db.auth_user.id>0
with Russian locale

```
Traceback (most recent call last):
  File ""C:\a\w2p\gluon\restricted.py"", line 219, in restricted
    exec(ccode, environment)
  File ""C:/a/w2p/applications/welcome/views/appadmin.html"", line 196, in <module>
    <p>
  File ""C:\a\w2p\gluon\globals.py"", line 432, in write
    self.body.write(to_native(xmlescape(data)))
  File ""C:\a\w2p\gluon\html.py"", line 125, in xmlescape
    return to_bytes(data.xml())
  File ""C:\a\w2p\gluon\languages.py"", line 431, in xml
    return str(self) if self.M else local_html_escape(str(self), quote=False)
  File ""C:\a\w2p\gluon\languages.py"", line 391, in __str__
    self.T.translate(self.m, self.s))
  File ""C:\a\w2p\gluon\languages.py"", line 951, in translate
    return message.translate(ttab_out)
TypeError: character mapping must return integer, None or unicode
```

If to comment out translate calls and to reload the app then

```py
                    else str(value)#.translate(ttab_in)
                    for value in symbols)
            message = self.params_substitution(message, symbols)
        return message#.translate(ttab_out)
```

appadmin works but  texts w params stay encoded like ""\x10\x34\x11...""
in place of the message  (string from /welcome/languages/ru.py)
`'%s selected': '%%{!выбрана[0]} %s %%{запись[0]}',`

So encoded translated text fails to be translated back.

If to remove /welcome/languages/ru.py then the error disappears.
The message is simply:
`0 selected`

"
1807,Fix Janrain due to change in behavior,2017-11-15T19:54:23Z,2017-11-22T20:50:31Z,,,,"Janrain has started providing the login token via a POST request
in addition to including it in the query string. This results
in request.vars.token being a list containing two copies of the
token, which breaks the web2py code. This change keeps just a single
copy of the token."
1806,Update list of TLDs,2017-11-14T18:20:37Z,2017-11-22T20:50:22Z,,,,
1805,Url not found,2017-11-14T11:12:14Z,,,,,"In the code
web2py/applications/admin/static/js/jqueryMultiSelect.js
there is  a reference to this url
Visit http://abeautifulsite.net/notebook.php?article=62

but the url is ""not found!!!""
"
1804,Update supported python versions,2017-11-13T22:40:50Z,2017-11-14T03:12:37Z,,,,
1803,Fix #1715,2017-11-13T15:31:23Z,2017-11-14T03:13:06Z,,,,
1802,Fix a problem with Expressions in SQLTABLE,2017-11-08T22:23:09Z,2017-11-11T00:12:51Z,,,,probably Fixes #1735 and Fixes web2py/pydal#487
1801,Fixes #1800,2017-11-07T23:36:01Z,2017-11-11T00:12:17Z,,,,Use a new instance of CRYPT instead of setting min_length to 0 in the instance that will later be used with the new_password
1800,Auth change_password does not enforce settings.password_min_length,2017-11-07T22:28:18Z,2017-11-11T00:12:18Z,,,,"In authapi.py at https://github.com/web2py/web2py/blob/c4e08eeeb34cb51d9048a0eabc07586494ac8c8c/gluon/authapi.py#L991 and in tools.py at https://github.com/web2py/web2py/blob/c4e08eeeb34cb51d9048a0eabc07586494ac8c8c/gluon/tools.py#L3696, the `change_password` code sets the `CRYPT` `min_length` attribute to `0` (so the minimum length requirement will not be enforced on the old password). However, the instance of the `CRYPT` validator that is mutated is still the same instance attached to the `db.auth_user.password` field, so the subsequent validation of the new password does not enforce any minimum length.

The code should instead create a copy of the existing `CRYPT` validator rather than mutating the existing one."
1799,Add two scripts,2017-11-06T09:44:44Z,2017-11-11T00:12:03Z,,,,"Add both an update_languages script (which updates all languages and strips unused strings) and a check_lang_progress script.  These are two that I created for my own use, and I thought, why not share them with all?  😉 "
1798,Image BLOG fails looking for myconf,2017-11-05T19:30:26Z,,,,,"Following instructions for creating 'An image blog'. When I try to run http://127.0.0.1:8000/images/appadmin I get: '<type 'exceptions.NameError'> name 'myconf' is not defined'. A Stackoverflow user suggested deleting menu.py model to resolve the problem and that worked.

What's up with that?"
1797,Set entry animation to 'fadeIn' and provide an easy switch for 'slideDown',2017-11-03T19:23:31Z,2017-11-11T00:10:13Z,,,,"The `fadeIn` effect for error messages, flashes, etc... is a nicer default. I added an easy variable to `web2py.js` for switching the entry animation to `slideDown`."
1796,gluon.http expects status code as integer while LazyWSGI generates str,2017-11-02T10:54:34Z,2017-11-11T00:09:38Z,,,,Fix for #1795
1795,Internal middleware returns incorrect status code,2017-11-02T10:50:11Z,2017-11-11T09:49:14Z,,,,Example from http://web2py.com/books/default/chapter/29/04/the-core#Internal-middleware returns 500 status code on latest web2py version (while still converting 'hello world' to 'HELLO WORLD' correctly).
1794,sys.stdout in scheduler.py not redifined,2017-10-30T02:19:28Z,,,,,"run_output not synchronize with print function in my task, instead, data is printed in the console. web2py running in windows OS."
1793,A step to PY3  closes #1792 and may be closes #1727,2017-10-28T16:39:21Z,2017-11-01T23:59:53Z,,,,"Add compatible reload to 2 places

Also fixes unicode conversion in languages.py
But in PY2 there were back conversion to plain str (bytes)
Here util functions return the unicode. Needs tests?
But I am user only. Have no much experience in unittests"
1792,reload for PY3 support,2017-10-27T15:21:41Z,2017-11-01T23:59:55Z,,,,"for someone who cares

@_compat.py:
#if PY2
+39     reload = reload
#else:
+78    from importlib import reload

@compileapp.py:
- from gluon._compat import builtin, PY2, unicodeT, to_native, to_bytes, iteritems, basestring, reduce, xrange, long
+ from gluon._compat import builtin, PY2, unicodeT, to_native, to_bytes, iteritems, basestring, reduce, xrange, long, reload


"
1791,current object apparently empty when instantiate validator in a module file,2017-10-23T18:34:06Z,,,,,"Hello, Im having a problem with the validators translation..

 I set requires to a SQLFORM in a module file and then process the form

On validators.py have_current is True but is empty.

```
try:
    from globals import current
    have_current = True
except ImportError:
    have_current = False
```

When function translate(text) call hasattr(current, 'T') return False
```
def translate(text):
    if text is None:
        return None
    elif isinstance(text, (str, unicode)) and have_current:
        if hasattr(current, 'T'):
            return str(current.T(text))
    return str(text)
```
Only work with validators instantiated in models.

Is a bug or I am missing something??
Thanks!"
1790,Invoking sql queries from threads results in error,2017-10-20T09:48:10Z,,,`AttributeError,"`AttributeError: 'thread._local' object has no attribute '_pydal_connection_139988697348176_13906'`","I've switched to newer version (2.15.4-stable) and found out that my code for retrieving data from database does not work anymore. It crashes on invoking 'executesql' from thread with error:
`AttributeError: 'thread._local' object has no attribute '_pydal_connection_139988697348176_13906'`

Invoking queries from main thread works correctly, this happens only calling it from threads.
Sample code:
```import threading
from gluon import current

class runSQL(threading.Thread):
	def __init__(self, sql, db_node):
		super(runSQL, self).__init__()
		self.sql = sql
		self.db_node = db_node

	def run(self):
		print ""THREAD RESULT:"", self.db_node.executesql(self.sql)
		
def test():
	db_nodes = current.data_nodes
	sql = ""SELECT 1""
	
	threads = []
	for db in db_nodes:
		print ""MAIN RESULT:"", db.executesql(sql)
		
		new_thread = runSQL(sql, db)
		threads.append(new_thread)
		new_thread.start()
		
	for t in threads:
		t.join()
```
Where data_nodes are DAL objects connecting to postgres database.

That same code worked correctly on version 2.14.6-stable. Am i doing something wrong, is there a new way to run sql queries in threads? Or can anyone confirm this as a bug?
Thanks.
"
1789,Fix setting 'ac' in request.vars,2017-10-12T16:20:23Z,2017-10-19T03:13:16Z,,,,"Currently, if an autocomplete is defined, request.vars.ac is set to 1 with every request, because sqlhtml updates request.vars to generate a URL, rather than cloning it. "
1788,Autocomplete widgets set request.vars every request,2017-10-12T16:12:46Z,2017-11-13T22:56:39Z,,,,"See the following lines, where request.vars.ac is set to 1 every call:

https://github.com/web2py/web2py/blob/5975e4767fd7339b5c588305ec9e8eebd9c079c5/gluon/sqlhtml.py#L685

I'm guessing it should be using copy.copy() to set urlvars = request.vars?"
1787,Scheduler: debug message causes multiple tickers to appear on web2py,2017-10-11T02:34:48Z,,,,,"https://github.com/web2py/web2py/blob/5975e4767fd7339b5c588305ec9e8eebd9c079c5/gluon/scheduler.py#L1228-L1239

The code above causes multiple workers to set themselves as tickers under the following circumstances:

1. The function ""being_a_ticker()"" successfully executes itself until the point updating the worker as the ticker (is_ticker=True)
2. Then when it wants to set all other workers as is_ticker=False it fails half way.
3. The exception is correctly captured, error prints out correctly but in line 1236 the half successfull code is commited... so there is more than one ticker on the database.
4. Scheduler stops working.

Fix:
Adding a simple raise after printing the message should be enough to fix it:
```
         try: 
             self.is_a_ticker = self.being_a_ticker() 
         except: 
             logger.error('Error coordinating TICKER') 
             raise
```"
1786,python3.4 : can not concat bytes to str,2017-09-28T09:22:59Z,2017-10-02T09:23:53Z,,,,"hello,
i start web2py from the source code. 

> Version 2.15.4-stable+timestamp.2017.09.01.22.38.25

after starting i receive a ticket containing this error

> File ""...\gluon\html.py"", line 950, in _xml
> TypeError: can't concat bytes to str

could someone tell me please what is going wrong ?
thanks in advance"
1785,"Enhances/fixes validators/is_empty() for Python 3 compatibility, fix #1764",2017-09-22T16:06:53Z,2017-10-19T03:12:10Z,,,,Fix #1764
1784,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:38Z,2017-09-22T10:53:13Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1783,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:38Z,2017-09-22T10:53:34Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1782,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:36Z,2017-09-22T10:53:42Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1781,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:35Z,2017-09-22T10:53:52Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1780,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:35Z,2017-09-22T10:53:59Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1779,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:34Z,2017-09-22T10:54:08Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1778,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:34Z,2017-09-22T10:54:17Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1777,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:33Z,2017-09-22T10:54:24Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1776,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:32Z,2017-09-22T10:54:31Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1775,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:31Z,2017-09-22T10:54:39Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1774,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:31Z,2017-09-22T10:54:47Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1773,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:30Z,2017-09-22T10:54:54Z,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename']+'.'+name.split('.')[-1]`.
It works."
1772,"A solution for adding file extension when streaming uploaded file whose filename is truncated by the Field('',length=somevalue,)",2017-09-22T10:52:30Z,,,,,"web2py 2.15.4, windows 10, python 3.6. I upload a file whose name is very long with Field('',length=200,). The file can be stored into the upload folder with a hash name with file extension  successfully. However when I try to stream the file according smartgrid() I get the truncated filename without file extension. After debugging I find a solution. 
Modify the line 1735 in pydal/objects.py from`filename = file_properties['filename']`
to `filename = file_properties['filename'].split(""."")[0]+'.'+name.split('.')[-1]`.
It works."
