ID,Title,Created At,Closed At,Issues,Errors,Messages,Body
1291,Credit HPE for my work,2017-12-10T21:02:28Z,2017-12-15T21:59:46Z,,,,
1290,Announcement: @haikuginger is the lead maintainer until further notice,2017-12-10T20:32:19Z,,Announcement,,,"Hi everyone who watches urllib3 issues. 👋 

As you may recall from #909, @Lukasa has been the lead maintainer of urllib3 for the past year and a half. I am very grateful for Cory's commitment of time and effort, he has done an excellent job pushing urllib3 forward. As employment arrangements change and life marches on, Cory informed me that it's time for a new lead maintainer to take the torch.

## New maintainer

@haikuginger will be taking responsibility as the lead maintainer and thus the direction of urllib3 moving forward.

As before, our family of contributors and secondary maintainers will continue to support our new leader as needed.

## Logistics

This is our second transition, so let's make a checklist of everything that needs to happen for this to be officially complete:

- [x] Announcement
- [ ] Update README
    - @haikuginger's entry in the maintainers' list should include a note that his time is sponsored by Akamai and/or Akamai should be added to the Sponsors list
- [x] Github admin
- [x] PyPI admin
- [x] ReadTheDocs admin
- [ ] TravisCI?
- [ ] AppVeyor?
- [ ] Release process documentation?

Anything else? (Maintainers, please edit the checklist above and check it off as it's completed.)

---

If anyone has questions or concerns, comments here are welcome or email me. ❤️ "
1289,Handle gzip responses with multiple members,2017-12-02T08:25:32Z,,,,,Signed-off-by: Isaac To <isaacto@gmail.com>
1288,ImportError: No module named utils,2017-11-30T17:08:05Z,2017-11-30T18:26:21Z,,ImportError,"ImportError: No module named utils","It appears that on osx after the recent root user patch that urllib3 is having issues or maybe the timing is convenient... either way


```
urllib3/fields.py"", line 2, in <module>
import email.utils
ImportError: No module named utils
```"
1287,prevent sending IP address as SNI hostname,2017-11-30T01:35:25Z,,,,,"* fixes #1224 (when the `ipaddress` module is available)

* Due to a Python SSL bug, IP addresses are sent as DNS hostnames in the SNI extension during TLS handshake (in violation of RFC6066). This causes some server implementations (eg, Microsoft http.sys) to abort the connection. This change uses the `ipaddress` module, if available, to prevent IP addresses from being sent as an SNI hostname to `wrap_socket()`.

"
1286,IndexError when handle malformed  http response,2017-11-29T01:11:30Z,,,IndexError,"IndexError: list index out of range","I use urllib3 receive a http response like this,
```
HTTP/1.1 200 OK
	Content-Type: application/octet-stream
	Content-Length: 89606
	Content-Disposition: attachment; filename=""MB-500Ap_2009-01-12.cfg""
	Connection: close

Brickcom-50xA
OperationSetting.locale=auto
HostName.name=cam
ModuleInfo.DIDO_module=1
ModuleInfo.PIR_module=0
ModuleInfo.WLED=0
SensorFPSSetting.fps=0
ModuleInfo.AUTOIRIS_module=0
ModuleInfo.IRCUT_module=0
ModuleInfo.IRLED_module=0
ModuleInfo.lightsensor=0
ModuleInfo.EXPOSURE_module=0
ModuleInfo.MDNS_module=0
ModuleInfo.PTZ_module=1
ModuleInfo.MSN_module=0
ModuleInfo.WIFI_module=0
ModuleInfo.watchDog_module=0
ModuleInfo.sdcard_module=1
ModuleInfo.usbstorage_module=0
ModuleInfo.sambamount_module=0
ModuleInfo.QoS=0
ModuleInfo.shutter_speed=0
ModuleInfo.discovery_internet=1
ModuleInfo.POE_module=
ModuleInfo.audio_record=1
```
it throws a IndexError,I print the traceback,
```
 req = http_get(url, auth=(""admin"", ""admin""), timeout=timeout, verify=False)
  File ""C:\Python27\lib\site-packages\requests\api.py"", line 72, in get
    return request('get', url, params=params, **kwargs)
  File ""C:\Python27\lib\site-packages\requests\api.py"", line 58, in request
    return session.request(method=method, url=url, **kwargs)
  File ""C:\Python27\lib\site-packages\requests\sessions.py"", line 508, in request
    resp = self.send(prep, **send_kwargs)
  File ""C:\Python27\lib\site-packages\requests\sessions.py"", line 618, in send
    r = adapter.send(request, **kwargs)
  File ""C:\Python27\lib\site-packages\requests\adapters.py"", line 440, in send
    timeout=timeout
  File ""C:\Python27\lib\site-packages\urllib3\connectionpool.py"", line 617, in urlopen
    **response_kw)
  File ""C:\Python27\lib\site-packages\urllib3\response.py"", line 456, in from_httplib
    headers = HTTPHeaderDict.from_httplib(headers)
  File ""C:\Python27\lib\site-packages\urllib3\_collections.py"", line 312, in from_httplib
    key, value = headers[-1]
IndexError: list index out of range
```
how can I deal with this issue?"
1285,GzipDecoder assume the input contains only one member,2017-11-28T04:05:01Z,,,,,"gzip files have a property that if you concatenate two gzip files, the result is still considered a gzip file:
```
$ echo hello > a
$ echo world > b
$ gzip a
$ gzip b
$ cat a.gz b.gz > c.gz
$ zcat c.gz
hello
world
```
Since they are still considered a correct gzip file, we should expect such files of ""multiple members"" to be returned by web requests.

When you use zlib to decompress the result, you need special precaution:
```
$ cat pyunzip
#!/usr/bin/env python
import zlib

obj = zlib.decompressobj(16 + zlib.MAX_WBITS)
with open('c.gz') as fin:
    while True:
        data = fin.read(1024 * 1024)
        if data == '':
            break
        inlen = len(data)
        data = obj.decompress(data)
        print inlen, len(data)
$ ./pyunzip
56 6
```
The result is 6 bytes, i.e., only contains the ""hello"" part, without the ""world"" part.  When a web request returns such a file, you end up having a ""truncated"" file as output: the output contains only the first member of the gzip file. You can detect this by the ""unused_data"" member of the decompress object:
```
$ cat pyunzip
#!/usr/bin/env python
import zlib

obj = zlib.decompressobj(16 + zlib.MAX_WBITS)
with open('c.gz') as fin:
    while True:
        data = fin.read(1024 * 1024)
        if data == '':
            break
        inlen = len(data)
        data = obj.decompress(data)
        print inlen, len(data), len(obj.unused_data)
$ ./pyunzip
56 6 28
```
We need to detect the case in the code in order to get the file fully:
```
$ cat pyunzip
#!/usr/bin/env python
import zlib

obj = zlib.decompressobj(16 + zlib.MAX_WBITS)
with open('c.gz') as fin:
    while True:
        if obj.unused_data:
            obj, data = zlib.decompressobj(16 + zlib.MAX_WBITS), obj.unused_data
        else:
            data = fin.read(1024 * 1024)
        if data == '':
            break
        inlen = len(data)
        data = obj.decompress(data)
        print inlen, len(data), len(obj.unused_data)
$ ./pyunzip
56 6 28
28 6 0
```
So we need similar code in `response.py` of urllib3 to support such files.  I tried the following which seemed to work (Python 2.7):
```
    def decompress(self, data):
        if not data:
            return data
        ret = self._obj.decompress(data)
        if self._obj.unused_data:
            self._obj, data \
                = zlib.decompressobj(16 + zlib.MAX_WBITS), self._obj.unused_data
            ret += self._obj.decompress(data)
        return ret
```"
1284,Don't try to run IPv6 tests if IPv6 is disabled at runtime,2017-11-20T12:41:05Z,2017-11-21T20:29:01Z,,,,
1283,Provide _original_response in AppEngine adapter,2017-11-20T12:19:39Z,,,,,_original_response is missing from the AppEngine adapter this breaks many flows like cookie parsing. This is an attempt to fix this issue.
1282,Functions inside `urllib3.util.ssl_` are not using monkeypatched values.,2017-11-09T08:48:14Z,,,,,"I am experimenting with trying to remove the warnings by monkey-patching `pip` code and I've run into a situation where the library itself is monkey-patched correctly; however `pip` uses both `ssl_.create_urllib3_context` and `ssl_.ssl_wrap_socket` which are using the old, un-monkeypatched values.

To fix this I append a `from urllib3.util.ssl_ import <variable>;` to the start of each line which uses one of the monkeypatched variables.

So far the usages I've encountered are `SSLContext` in `create_urllib3_context` and `HAS_SNI` in `ssl_wrap_socket`."
1281,doc: fix examples with urllib3.Retry,2017-11-07T08:21:26Z,2017-11-27T21:50:29Z,,,,"Hi.
I've fixed two examples, where class `Retries` are used instead of `Retry`.
Thanks."
1280,request_encode_url gives InsecureRequestWarning and hangs indefinitely,2017-10-29T16:15:03Z,2017-10-29T17:33:54Z,,,,"I'm experiencing the following issue.

I am making GET requests  using the `request_encode_url` PoolManager method to two sites that do not have SSL: mose.io and mattbruenig.com

The following request (to https://mose.io)  gives the InsecureRequestWarning but still returns a response:

    > myheaders = {'Accept-Encoding': 'gzip,deflate', 'Accept': '*/*', 'Cookie': '', 'DNT': '1'}
    > pool = urllib3.PoolManager(num_pools=1, headers=myheaders)
    > pool.request_encode_url(""GET"", ""https://mose.io"", timeout=1).status
    /venv/lib/python3.6/site-packages/urllib3/connectionpool.py:858: InsecureRequestWarning: Unverified HTTPS request is being made. Adding certificate verification is strongly advised. See: https://urllib3.readthedocs.io/en/latest/advanced-usage.html#ssl-warnings InsecureRequestWarning)
    200

But this request (to https://mattbruenig.com) gives the warning and then hangs indefinitely:

    > myheaders = {'Accept-Encoding': 'gzip,deflate', 'Accept': '*/*', 'Cookie': '', 'DNT': '1'}
    > pool = urllib3.PoolManager(num_pools=1, headers=myheaders)
    > pool.request_encode_url(""GET"", ""https://mattbruenig.com"", timeout=1).status
    /venv/lib/python3.6/site-packages/urllib3/connectionpool.py:858: InsecureRequestWarning: Unverified HTTPS request is being made. Adding certificate verification is strongly advised. See: https://urllib3.readthedocs.io/en/latest/advanced-usage.html#ssl-warnings InsecureRequestWarning)
   

 Is there a way to get this to at least raise an exception, instead of hanging? I also would have expected it to timeout. Thanks a lot."
1279,Prevent AttributeError to be raised when pool is already None,2017-10-20T11:13:34Z,,,,,Calling close() multiple times will not result into an error now.
1278,Fix appveyor,2017-10-20T00:58:47Z,2017-10-20T05:34:57Z,,,,Cryptography isn’t shipping Python 2.6 wheels for Windows anymore: let’s remove that from the build matrix.
1277,Update SNIMissingWarning text,2017-10-19T05:52:21Z,2017-10-21T00:30:00Z,,,,"SNI is an abbreviation for Server Name Indication, not Subject Name Indication"
1276,Include license file in the generated wheel package,2017-10-18T01:19:24Z,2017-10-22T13:47:28Z,,,,"The wheel package format supports including the license file. This is done using the `[metadata]` section in the `setup.cfg` file. For additional information on this feature, see:

https://wheel.readthedocs.io/en/stable/index.html#including-the-license-in-the-generated-wheel-file"
1275,Make sure PyOpenSSLContext.load_cert_chain sets password as byte string,2017-10-12T04:22:15Z,,,,,"I ran into an issue creating a TransportAdapter using an SSL Context with a passpharse due to the fact that pyopenssl expects a byte string and not unicode (see https://github.com/pyca/pyopenssl/issues/701).

Apparently, they have a reason for not casting it, so it would be nice if `urllib3` did the type check and casting instead. I'd be happy to submit a PR but just wanted to run the idea by you guys first. This could be something as simple as:

```
    def load_cert_chain(self, certfile, keyfile=None, password=None):
        self._ctx.use_certificate_file(certfile)
        if password is not None:
            self._ctx.set_passwd_cb(lambda max_length, prompt_twice, userdata: six.binary_type(password))
        self._ctx.use_privatekey_file(keyfile or certfile)
```

Or it could have a bit more robust type checking."
1274,"How to get real data, not the data from the cache?",2017-10-11T22:36:15Z,2017-10-12T00:50:17Z,,,,"I cann't get fresh data for a particular model using this script.
Using this link (url) with browser I get real data but while using the bottom script every time I get some other non-real data that is already downloaded from a cache. 
I guess the problem is the 'xml' structure of this page.
Is there a way to get real data with the script using some urllib3 method?

> from urllib3 import PoolManager
> url = 'https://www.ifriends.net/userurl_membrg/live/?psource=vchslideup&pclub={}'.format(model)
> http = PoolManager()
> r = http.request('GET', url)
> ps_data = (r.data)
"
1273,Problem with connectionpool.py,2017-10-06T06:19:51Z,2017-10-06T15:16:01Z,,,,"I am using Python 2.7.13 on Windows 7 and have several scripts which they use urllib3.
Until about 7 days ago, everything worked well but now I get error messages in the lines 706 and 552 of connectionpool.py
An error occurs in my scripts in the line it contains:

r = http_pool.urlopen('GET',url)

before that is line:

http_pool = urllib3.connection_from_url(url)

How to fix this?
Many thanks in advance"
1272,"How can I get the finally url after several times redirect, like the function urllib2.urlopen().geturl().",2017-10-02T03:57:59Z,,,,,
1271,Timeouts not happening on linux,2017-09-21T15:01:33Z,,,,,"Hi guys,

I wanted to check how my code behaves on this slow loading url. I want the ReadTimeoutError error to occur in this situation...

So i made this code to check how urllib handles it:
`from urllib3 import PoolManager, Retry, Timeout`
`p = PoolManager(retries=Retry(0, redirect=0), timeout=Timeout(connect=1.0, read=1.0))`
`r = p.request('get', 'http://kj-art.hs.kr/xboard/board.phpmode=view&number=8306&addUrlQuery=c0NhdD0%5E&page=1&tbnum=77&keyset=&searchword=')`

I ran this code on my Windows PC and on Google Cloud machine running Ubuntu 16.04.

On my Windows I get a ReadTimeoutError real quick.
On the linux i don't get any exceptions. 

On both machines I use python 3.5.2 and urllib3 1.22.

What can cause this problem?
"
1270,lazily load uuid lib only where needed,2017-09-20T09:55:59Z,2017-09-21T19:52:58Z,,,,This should address issues such as https://github.com/requests/requests/issues/3213 in downstream libraries.
1269,Connection fails via https when certificate contains IPv6 address in SAN,2017-09-19T12:20:12Z,,,,,"The URL is `https://[2001:db8::17]/`, the server is running with a certificate that includes both `DNS:2001:db8::17` and `IP:2001:db8::17` as `alt_names`. Accessing that URL with e.g. `curl` works just fine, when using urllib3 I am seeing this error instead:

```
A problem was encountered with the certificate that prevented urllib3 from finding the SubjectAlternativeName field. This can affect certificate validation. The error was Codepoint U+003A at position 5 of u'2001:db8::17' not allowed
```"
1268,"Gevent + fork + google.cloud.storage + urllib3/requests gives ""'module' object has no attribute 'epoll'""",2017-09-14T08:19:29Z,2017-09-15T14:43:13Z,,AttributeError,"AttributeError: 'module' object has no attribute 'epoll'","Hello,

I am using the latest version of requests (and urllib3 1.22). I need to fork and monkey patch the child process (the parent has to stay unpatched). I also need to instantiate a google cloud storage client before forking and this gives me this traceback when downloading a page in the child: 

```python
Traceback (most recent call last):
  File ""/usr/lib/python2.7/multiprocessing/process.py"", line 258, in _bootstrap
    self.run()
  File ""/usr/lib/python2.7/multiprocessing/process.py"", line 114, in run
    self._target(*self._args, **self._kwargs)
  File ""/usr/local/lib/python2.7/dist-packages/gipc/gipc.py"", line 361, in _child
    target(*args, **kwargs)
  File ""debug_tests.py"", line 17, in startProcess
    print requests.get(""https://google.fr"")
  File ""/usr/local/lib/python2.7/dist-packages/requests/api.py"", line 72, in get
    return request('get', url, params=params, **kwargs)
  File ""/usr/local/lib/python2.7/dist-packages/requests/api.py"", line 58, in request
    return session.request(method=method, url=url, **kwargs)
  File ""/usr/local/lib/python2.7/dist-packages/requests/sessions.py"", line 508, in request
    resp = self.send(prep, **send_kwargs)
  File ""/usr/local/lib/python2.7/dist-packages/requests/sessions.py"", line 618, in send
    r = adapter.send(request, **kwargs)
  File ""/usr/local/lib/python2.7/dist-packages/requests/adapters.py"", line 440, in send
    timeout=timeout
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/connectionpool.py"", line 601, in urlopen
    chunked=chunked)
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/connectionpool.py"", line 346, in _make_request
    self._validate_conn(conn)
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/connectionpool.py"", line 850, in _validate_conn
    conn.connect()
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/connection.py"", line 326, in connect
    ssl_context=context)
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/util/ssl_.py"", line 329, in ssl_wrap_socket
    return context.wrap_socket(sock, server_hostname=server_hostname)
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/contrib/pyopenssl.py"", line 443, in wrap_socket
    rd = util.wait_for_read(sock, sock.gettimeout())
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/util/wait.py"", line 33, in wait_for_read
    return _wait_for_io_events(socks, EVENT_READ, timeout)
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/util/wait.py"", line 22, in _wait_for_io_events
    with DefaultSelector() as selector:
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/util/selectors.py"", line 581, in DefaultSelector
    return _DEFAULT_SELECTOR()
  File ""/usr/local/lib/python2.7/dist-packages/urllib3/util/selectors.py"", line 394, in __init__
    self._epoll = select.epoll()
AttributeError: 'module' object has no attribute 'epoll'
```

The smallest code I can give you is : 
```python
import os
import gipc
from google.cloud import storage

def start_process():
    from gevent import monkey
    monkey.patch_all()

    import requests
    print requests.get(""https://google.fr"")

class CloudStorage(object):

    def __init__(self, bucket_name):
        self.bucket_name = bucket_name
        storage_client = storage.Client()
        self.bucket = storage_client.get_bucket(self.bucket_name)


    def upload(self, remote_path):
        blob = self.bucket.blob(remote_path)
        blob.upload_from_filename(""/tmp/test.txt"")


if __name__ == ""__main__"":

    cloud_storage = CloudStorage(""bucket-test"")

    cloud_storage.upload(""test"")

    gipc.start_process(start_process)
```

I have tried : 
- urllib3 1.19.1 with requests 2.18.4 works (I have a warning because the version of urllib is too old for requests, doesn't work with higher versions of urllib3)
- urllib3 1.22 with requests 2.12.5 works (doesn't work with higher versions of requests).
- Using gevent.fork or os.fork instead of gipc but it doesn't change the error
- If I do `patch_all(select=False)` it works but without concurrency
- Uploading on s3 with boto3 instead works. 
- Just doing a simple `requests.get(""https://google.fr"")` instead of creating a google_storage & uploading in the parent works. Note that if I only instantiate the google storage client, without uploading, it works.

For now I will go with the version 1.19.1 but it seems that something has been broken since ? Or is it in the requests module ?

Thank you very much,"
1267,ConnectionPool should not lowercase all hostnames,2017-09-11T16:40:54Z,,,requests.exceptions.ConnectionError,"requests.exceptions.ConnectionError: ('Connection aborted.', error(2, 'No such file or directory'))","This is kind of follow up issue to:
* https://github.com/shazow/urllib3/issues/1080
* https://github.com/requests/requests/pull/3713
* https://github.com/kennethreitz/requests/pull/3738

Even though that #1080 was fixed in #1089 there was another commit which introduced a small regression 9ff2ccc9a9265436889a14726e9b010ae91b0e68. (I now it is there since 1.20 but I didn't have a time to investigate it for long time.

Here is a reproducer with python requests:
```bash
sh$ cat test.py
import socket
import requests

from requests.adapters import HTTPAdapter
from requests.packages.urllib3.connection import HTTPConnection
from requests.packages.urllib3.connectionpool import HTTPConnectionPool
from requests.compat import quote, unquote, urlparse


class HTTPUnixConnection(HTTPConnection):
    def __init__(self, host, timeout=60, **kwargs):
        super(HTTPUnixConnection, self).__init__('localhost')
        self.unix_socket = host
        self.timeout = timeout
        self.sock = None

    def connect(self):
        sock = socket.socket(family=socket.AF_UNIX)
        sock.settimeout(self.timeout)
        sock.connect(self.unix_socket)
        self.sock = sock


class HTTPUnixConnectionPool(HTTPConnectionPool):
    scheme = 'http+unix'
    ConnectionCls = HTTPUnixConnection


class HTTPUnixAdapter(HTTPAdapter):
    def get_connection(self, url, proxies=None):
        # proxies, silently ignored
        path = unquote(urlparse(url).netloc)
        return HTTPUnixConnectionPool(path)


def main():
    sock_path = '/tmp/FILE.sock'
    content_type = 'application/octet-stream'

    session = requests.Session()
    session.mount('http+unix://', HTTPUnixAdapter())
    headers = {'headers': {'Content-Type': content_type}}
    test_url = 'http+unix://' + quote(sock_path, safe='') + '/foo'

    result = session.get(test_url, **headers)
    assert result.text == 'bar'
    assert result.status_code == 200
    print(result.status_code)
    print(result.text)

if __name__ == ""__main__"":
    main()

sh$ printf 'HTTP/1.1 200 OK\r\nContent-Type: application/octet-stream\r\nContent-Length: 3\r\n\r\nbar' > /tmp/http_response
sh$ rm -f /tmp/FILE.sock
sh$ nc --unixsock --listen /tmp/FILE.sock < /tmp/http_response

# in different terminal run test
sh$ python test.py
```

Actual results:
```
Traceback (most recent call last):
  File ""pok.py"", line 52, in <module>
    main()
  File ""pok.py"", line 45, in main
    result = session.get(test_url, **headers)
  File ""/usr/lib/python2.7/site-packages/requests/sessions.py"", line 521, in get
    return self.request('GET', url, **kwargs)
  File ""/usr/lib/python2.7/site-packages/requests/sessions.py"", line 508, in request
    resp = self.send(prep, **send_kwargs)
  File ""/usr/lib/python2.7/site-packages/requests/sessions.py"", line 618, in send
    r = adapter.send(request, **kwargs)
  File ""/usr/lib/python2.7/site-packages/requests/adapters.py"", line 490, in send
    raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', error(2, 'No such file or directory'))
```

Expected results:
```
200
bar
```"
