ID,Title,Created At,Closed At,Issues,Errors,Messages
1678,Duplicate task name when using fabfile directory,2017-10-18T09:21:22Z,,,,
1677,Be able to override @roles decorator and deploy only to certain hosts,2017-10-16T23:32:58Z,,,,
1676,Fabric stops on ZSH terminal,2017-10-13T03:53:22Z,2017-10-18T17:10:41Z,,,
1675,Missing enum34 dependency (ImportError: No module named enum),2017-10-10T15:16:19Z,2017-10-10T23:02:21Z,,ImportError,"ImportError: No module named enum"
1674,fabric does not respect ssh config when using a gateway,2017-10-04T15:25:30Z,,,,
1673,Installation error,2017-10-04T09:14:31Z,2017-10-05T06:43:18Z,,,
1672,Cut alpha/beta releases of fabric2 to pypi?,2017-10-03T11:29:52Z,2017-10-09T20:28:08Z,,,
1671,Fabric not using ssh key specified with '-i' flag,2017-10-03T00:35:42Z,,,,
1670,V1.14 per host execution,2017-10-01T20:13:27Z,,,,
1669,Allow multiple -H/--hosts options,2017-09-26T09:18:11Z,2017-09-26T19:24:08Z,,,
1668,"Fabric doesn't distribute the new version of the app, although it seems to believe that it does",2017-09-26T08:53:29Z,2017-09-26T19:24:15Z,,,
1667,AttributeError: 'module' object has no attribute 'GSSException',2017-09-25T08:39:18Z,2017-09-25T16:18:13Z,,AttributeError,"AttributeError: 'module' object has no attribute 'GSSException'"
1666,`pip install fabric` breaks pip on xenial,2017-09-21T16:10:09Z,2017-09-21T17:46:01Z,,AttributeError,"AttributeError: 'module' object has no attribute 'SSL_ST_INIT'"
1665,Running fab with sudo results in unexpected env.user,2017-09-19T13:33:43Z,2017-09-19T20:00:30Z,,,
1664,Update for Py36 compatible changes,2017-09-14T07:04:33Z,2017-09-14T16:13:54Z,,,
1663,"Fabric2. I don't understand how I can get ""host""",2017-09-08T15:49:42Z,2017-09-08T19:14:54Z,,,
1662,Have local() set the SHELL env var for consistent behavior.,2017-09-07T19:17:20Z,,Feature,,
1661,local() does not set $SHELL,2017-09-07T16:27:42Z,2017-09-07T20:36:18Z,,,
1660,fabric cannot read /etc/ssh/ssh_config,2017-09-07T15:20:58Z,2017-09-07T20:33:54Z,,,
1659,fabric 2 - UnexpectedExit is result format is not good ,2017-09-07T07:20:03Z,,,,
1658,fabric - ssh-process having weird prompt shells,2017-09-06T22:56:54Z,2017-09-07T20:30:18Z,,,
1657,Cannot set hosts then use run in a task,2017-09-05T11:30:27Z,2017-09-05T18:44:18Z,,,
1656,Old style exceptions --> new style exceptions,2017-09-04T23:09:35Z,,,,
1655,Implement a basic progress bar,2017-09-04T03:18:11Z,,,,
1654,Question: Pull based approach,2017-08-28T16:08:09Z,,,,
1653,fabric2 - does not except ~ ,2017-08-28T09:24:14Z,,put()/get(),,
1652,added 'local' list format,2017-08-27T20:39:55Z,,"Feature, Tasks",,
1651,"fabric2 -""put"" can copy only file by file ",2017-08-27T11:45:40Z,2017-08-29T18:57:49Z,,,
1650,`execute()` hangs on big hosts list,2017-08-23T15:22:26Z,2017-08-29T18:55:24Z,,,
1649,mirror_remote_mode for api.get() file permissions,2017-08-22T04:57:04Z,,"Feature, Needs changelog/docs, put()/get()",,
1648,Sometimes Timeout on run() don't work correctly,2017-08-21T20:47:12Z,,"Bug, Needs investigation",,
1647,frabric2 fails on windows,2017-08-21T10:57:28Z,2017-08-23T18:16:57Z,,AttributeError,"AttributeError: No attribute or config key found for 'load_base_conf_files'"
1646,when using put from windows to linux i am getting a CustomExceptionHandler handled exception [Errno 13] Permission denied,2017-08-17T09:56:43Z,,,,
1645,Password input may be echoed when run fab command in crontab,2017-08-15T06:09:12Z,2017-08-16T06:30:23Z,,,
1644,files.exists no longer fails properly when file/directory is missing,2017-08-11T02:14:26Z,2017-08-11T21:08:51Z,,,
1643,Password Authentication not working after keys fail,2017-08-10T18:52:26Z,,,,
1642,Is there a way to access the underlying IO streams?,2017-08-09T01:22:52Z,,,,
1641,"Multiple items in a @roles, how to get current index?",2017-08-08T12:26:37Z,2017-08-08T18:53:18Z,,,
1640,[Feature Request]: GPG Agent Forwarding,2017-08-03T03:29:55Z,,"Feature, Needs patch, Network",,
1639,Update travis task names to be dasherized,2017-08-02T20:44:24Z,2017-08-03T18:13:54Z,,,
1638,Test suite interacts with user's SSH config,2017-08-02T20:05:45Z,2017-08-03T18:12:51Z,"Support, Tests",,
1637,[wip] local vs remote task execution (ref #98),2017-08-01T20:45:58Z,,,,
1636,How to ignore ansible SSH authenticity checking?,2017-07-22T12:58:49Z,2017-07-24T16:30:34Z,,,
1635,How to reboot with parallel,2017-07-22T06:55:46Z,2017-07-24T16:30:48Z,,,
1634,runs_once base on args/kwargs,2017-07-19T16:43:39Z,,Feature,,
1633,fabric.api.get do not get the remote file mode,2017-07-18T08:52:41Z,,"Feature, Low-hanging fruit, Needs patch, put()/get()",,
1632,Custom ssh_config_path with ProxyCommand configuration affected by a paramiko bug,2017-07-17T17:17:50Z,2017-07-18T16:12:53Z,,,
1631,keepalive maps to ServerAliveInterval,2017-07-14T09:24:15Z,2017-07-14T18:53:03Z,,,
1630,`sudo` with `cd` context manager,2017-07-13T14:33:22Z,2017-07-13T23:13:25Z,,,
1629,"Do not use answer kit, but got error log about answer",2017-07-11T06:43:43Z,2017-07-11T06:45:56Z,,,
1628,how not to let fabric api to wait for execution completion?,2017-07-03T08:07:17Z,2017-07-03T19:04:50Z,,,
1627, Problem env.hosts add ip,2017-06-30T13:51:08Z,2017-07-03T07:34:40Z,,,
1626,any support for python3? ,2017-06-30T13:06:16Z,2017-06-30T21:01:52Z,,,
1625,password + google 2-factor failing (Fabric 1.13.2 + paramiko 2.2.1),2017-06-26T15:54:31Z,2017-06-26T23:03:47Z,,,
1624,Text move to right after increasee font size in fabirc js canvas,2017-06-21T06:10:35Z,2017-06-21T14:08:31Z,,,
1623,Fabric Run Hanging,2017-06-15T18:20:37Z,2017-06-16T18:35:43Z,,,
1622,`sudo_prompt` echoes the password,2017-06-06T20:27:29Z,2017-06-08T01:22:51Z,,,
1621,Agent forwarding not work when using Pageant ssh agent on Windows,2017-06-06T17:57:46Z,,"Needs investigation, Nonstandard platforms",AuthenticationException,"AuthenticationException: Unable to connect to SSH agent"
1620,README says Group should receive a list of strings while the current implementation expects *args,2017-06-05T15:19:36Z,2017-06-06T00:22:40Z,,,
1619,Network statistics tracking,2017-06-05T12:44:37Z,,Feature,,
1618,Modernize auth/key handling,2017-06-02T22:01:16Z,2017-12-11T20:10:12Z,"Authentication/Keys, Feature, Refactoring, Wart",,
1617,Python 3 Support,2017-06-02T12:29:18Z,2017-06-02T15:28:38Z,,,
1616,Update installing.rst on paramiko dependency,2017-06-01T21:06:30Z,2017-06-02T15:29:34Z,"Low-hanging fruit, Support",,
1615,contrib.files: get rid of _expand_path() and is_win(),2017-05-31T19:36:05Z,,"Bug, Needs investigation",,
1614,contrib.files: cache is_win() per host,2017-05-31T06:54:06Z,2017-05-31T19:36:25Z,,,
1613,files.append() duplicates lines when use_sudo=True is used,2017-05-31T03:15:01Z,2017-05-31T23:36:06Z,,,
1612,Question: Is Fabric support Multistage ssh via different account ?,2017-05-29T03:28:27Z,2017-05-29T06:17:01Z,,,
1611,Tweet Composer Callback,2017-05-27T18:56:19Z,2017-05-31T23:20:10Z,,,
1610,Timeout not passed to paramiko's open_session() when opening session,2017-05-25T14:55:47Z,2017-05-31T23:37:08Z,,,
1609,Issue 1493,2017-05-24T23:52:29Z,,,,
1608,env.hosts not updated when subsequent parallell tasks are run,2017-05-24T11:15:11Z,2017-05-29T08:02:02Z,,,
1607,changed `hostname` to `host`,2017-05-22T19:19:06Z,2017-05-22T19:58:58Z,,,
1606,Python 3.6 compatibility; tested with `fab -h` only.,2017-05-22T18:55:50Z,2017-05-22T19:14:41Z,,,
1605,Make it easier to set password auth in v2,2017-05-20T16:41:02Z,,Feature,,
1604,fabric 2 connection does not the password arg ,2017-05-16T20:47:02Z,2017-05-18T23:20:33Z,,,
1603,Remove modification of the global warnings configuration.,2017-05-11T19:44:42Z,,,,
1602,Importing Fabric mutates global warnings state,2017-05-09T19:21:16Z,,"Bug, Needs patch",,
1601,bugfix: accept int in shell command,2017-05-08T17:58:27Z,,"Bug, Ready to merge/rebase",`AttributeError,"`AttributeError: 'int' object has no attribute` when passing int in command"
1600,"env.timeout has no effect on paramiko's client.connect(timeout=xxx), ends up prompting user for password after ""paramiko.SSHException: No existing session""",2017-05-03T10:29:43Z,2017-08-24T18:39:43Z,"Bug, Needs investigation, Needs patch",,
1599,contrib.files: adjust _escape_for_regex() newline handling,2017-04-28T22:10:12Z,,"Bug, Contrib",,
1598,fabric.contrib.files.append does not handle input with newlines correctly,2017-04-28T07:46:53Z,,"Bug, Contrib",,
1597,Modules imported into a fabfile might not have a __doc__ variable,2017-04-25T12:30:06Z,,"Bug, Low-hanging fruit, Needs tests, Tasks",AttributeError,"AttributeError: cffi library '_openssl' has no function, constant or global variable named '__doc__'"
1596,tests: update contrib.files.contains() case_sensitive test fixtures,2017-04-24T22:26:05Z,2017-04-24T22:44:52Z,,,
1595,Implement execute() for Groups,2017-04-23T19:45:09Z,,,,
1594,v2-compatible 'roles' or similar,2017-04-22T02:55:35Z,,Feature,,
1593,"Add missing ""c."" in upgrading.rst",2017-04-21T15:15:07Z,2017-04-21T17:25:09Z,,,
1592,"Make ""nested"" format programmable.",2017-04-21T15:12:51Z,,,,
1591,Fabric 2 alpha/beta feedback meta-ticket!,2017-04-21T00:37:18Z,,,,
1590,Use `python -m fabric` rather than `fab` in tests.,2017-04-18T17:00:23Z,2017-04-24T21:07:46Z,"Low-hanging fruit, Support, Tests",,
1589,Keeping track of progress of execute() task parallel on multiple hosts,2017-04-16T21:07:29Z,,Feature,,
1588,Strange behaviour with host behind jump box (ProxyCommand ssh -W),2017-04-14T10:23:14Z,,"Needs investigation, Network","ERROR:paramiko.transport, ERROR:paramiko.transport:SSHException, ERROR:paramiko.transport:Exception, ERROR:paramiko.transport:ProxyCommandFailure","ERROR:paramiko.transport:  File ""/home/gionn/.pyenv/versions/2.7.8/lib/python2.7/site-packages/paramiko/transport.py"", line 1749, in run, ERROR:paramiko.transport:SSHException: Error reading SSH protocol banner, ERROR:paramiko.transport:Exception: ('ssh -W 192.168.1.18:22 ubuntu@re.da.ct.ed', 'Broken pipe'), ERROR:paramiko.transport:ProxyCommandFailure: ('ssh -W 192.168.1.18:22 ubuntu@re.da.ct.ed', 'Broken pipe')"
1587,execute() with gateway params?,2017-04-09T09:53:01Z,,,,
1586,fixes #1341: clean up temp file with sudo uploads if destination path…,2017-04-07T19:34:17Z,,"Bug, Needs changelog/docs, put()/get()",,
1585,Netapp Cluster Mode deployment automation,2017-04-07T10:43:45Z,2017-04-07T19:52:19Z,,,
1584,Fabric aborting for two continuous run,2017-04-07T05:13:04Z,2017-04-07T19:52:25Z,,,
1583,"network.disconnect_all() will lead to ""Internal Error: [Errno 5] Input/output error""",2017-04-06T06:44:10Z,,,,
1582,Bash shellshock fix breaks environment parsing/passing,2017-04-03T20:27:29Z,2017-04-04T00:24:14Z,,,
1581,Adds --use-default-prompts flag,2017-04-03T15:29:31Z,,"Feature, Needs changelog/docs, Needs investigation",,
1580,How to export environmental variables? ,2017-03-30T21:41:31Z,2017-03-31T21:01:35Z,,,
1579,singleton env cause problem where used as lib in concurrent situations?,2017-03-29T10:05:56Z,2017-03-29T18:34:34Z,,,
1578,wrongpost,2017-03-26T09:27:25Z,2017-03-26T09:29:24Z,,,
1577,fabric env.hosts not being identified,2017-03-22T15:56:41Z,2017-03-22T18:48:51Z,,,
1576,fix upload_project() for local_dir with no path separator,2017-03-07T00:06:31Z,2017-04-24T21:24:55Z,"Bug, Contrib, Needs changelog/docs, Ready to merge/rebase",,
1575,env.shell is ignored?,2017-03-04T17:44:19Z,2017-03-04T18:15:38Z,,,
1574,upload_project fails,2017-03-04T01:52:24Z,2017-03-04T21:54:42Z,,,
1573,Any way to get the generated commands by fabric without executing them,2017-03-02T21:18:45Z,2017-03-02T21:27:32Z,,,
1572,Try to connect multiple times before prompt for password,2017-03-01T22:09:09Z,,"Feature, Needs investigation",,
1571,contrib.sed(): avoid shell for uname,2017-03-01T19:29:29Z,2017-03-02T00:13:01Z,,,
1570,env.parallel overrides serial decorator,2017-02-27T19:48:56Z,,,,
1569,Spurious warning message when connecting to host,2017-02-27T10:06:33Z,2017-03-01T23:54:52Z,,,
1568,skipping editor while executing the remote command,2017-02-23T21:07:01Z,2017-03-01T23:53:07Z,,,
1567,Parallel execution swallows env variables,2017-02-22T09:15:35Z,2017-02-22T17:36:10Z,,AttributeError,"AttributeError: mod_wsgi_user"
1566,Fabric About libssl.so.10 not found in Redhat5.1,2017-02-22T05:40:01Z,2017-02-22T17:31:00Z,,ImportError,"ImportError: libssl.so.10: cannot open shared object file: No such file or directory"
1565,Interaction with remote terminal program,2017-02-17T23:51:04Z,2017-02-19T18:32:29Z,,,
1564,"Fabric Failing with ValueError: CTR mode needs counter parameter, not IV",2017-02-13T13:13:50Z,2017-02-19T18:32:43Z,,ValueError,"ValueError: CTR mode needs counter parameter, not IV"
1563,Get some crash reports from Crashlytics library,2017-02-13T07:21:58Z,2017-02-13T09:47:06Z,,,
1562,How can I get the current role in the task which is running?,2017-02-09T09:14:17Z,2017-02-09T09:48:27Z,,,
1561,Windows Fabric ignores my env.key_filename but uses id_rsa,2017-02-07T16:37:35Z,,,,
1560,Operations get and put limit the transmition speed,2017-02-05T08:45:39Z,,"Feature, put()/get()",,
1559,fix _escape_for_regex() for contrib.files.append() / contains(),2017-02-04T07:32:04Z,2017-04-24T21:39:01Z,"Bug, Ready to merge/rebase",,
1558,put() and get(): use random temp file when use_sudo=True,2017-02-04T01:30:51Z,2017-04-24T22:59:19Z,,,
1557,logging out and logging back in again,2017-02-02T19:55:15Z,2017-02-03T17:22:41Z,,,
1556,No way to force disconnect/reconnect,2017-02-01T06:10:52Z,2017-02-01T16:25:34Z,,,
1555,Race Condition in put when use_sudo=True,2017-01-31T11:08:25Z,2017-04-24T23:00:11Z,"Bug, Low-hanging fruit, Needs changelog/docs, Needs patch, put()/get()",,
1554,Save `commands_to_run` to `env`,2017-01-25T20:28:01Z,,,,
1553,Typo in env.rst,2017-01-25T13:48:21Z,2017-01-25T18:21:39Z,,,
1552,how does one structure/organize python fabric tasks to be more modular? ,2017-01-18T18:09:23Z,2017-01-23T18:13:14Z,,,
1551,When upgrading to latest version I got the following error,2017-01-18T16:24:08Z,2017-01-18T17:47:30Z,,,
1550,`put` directory content and not itself,2017-01-13T20:50:48Z,2017-01-23T18:04:56Z,,,
1549,open_shell shell history scrollback is broken,2017-01-11T18:43:23Z,,,,
1548,README and Python 3.x support,2017-01-06T00:52:15Z,2017-01-06T19:36:34Z,,,
1547,Support for Fabric tasks methods defined in a class?,2017-01-05T17:29:48Z,2017-01-05T19:22:45Z,,,
1546,Fabric does connect but not execute the commands,2016-12-28T10:56:10Z,2017-01-05T19:24:31Z,Nonstandard platforms,,
1545,Unable to download an item with Crashlytics Beta,2016-12-27T21:30:36Z,2017-01-05T19:24:46Z,,,
1544,how to use db2 through fabric,2016-12-21T09:01:04Z,2017-01-05T19:27:16Z,,,
1543,Fixes #1542 raise NetworkError on ChannelException,2016-12-17T04:06:22Z,2017-04-24T23:09:19Z,"Bug, Needs changelog/docs, Network",,
1542,Fabric incorrectly treats a failed connection as an authentication failure when using a gateway.,2016-12-17T03:30:33Z,2016-12-19T22:41:12Z,,,
1541,Support the new ProxyJump ssh config option,2016-12-15T02:34:11Z,2017-03-01T00:03:50Z,Feature,,
1540,"Switch to a different crypto library, as it looks like PyCrypto is no longer maintained.",2016-12-14T22:23:35Z,2016-12-14T22:40:52Z,,,
1539,Add documentation for ``env.output_prefix``.,2016-12-14T00:08:47Z,2016-12-16T01:56:10Z,,,
1538,Document env.output_prefix,2016-12-13T19:04:33Z,2016-12-14T22:17:40Z,"Docs, Low-hanging fruit, Support",,
1537,SSH config 'user' value is ignored in execute(),2016-12-10T20:17:23Z,,,,
1536,first cut porting fabric to python3. just ran python-modernize on all…,2016-12-08T08:20:51Z,2016-12-09T18:14:28Z,,,
1535,print message issues in fabric,2016-12-07T11:15:50Z,2016-12-07T16:47:32Z,,,
1534,Exclude not working (as expected),2016-12-07T10:57:10Z,2017-03-31T21:00:56Z,"Bug, Needs investigation",,
1533,put() does not reconnect in the connection cache,2016-12-01T03:27:07Z,,"Bug, Needs investigation, Needs patch, put()/get()","fabric.exceptions.NetworkError, paramiko.ssh_exception.SSHException","fabric.exceptions.NetworkError: Low level socket error connecting to host 127.0.0.1 on port 2222: Unable to connect to port 2222 on 127.0.0.1 (tried 1 time), paramiko.ssh_exception.SSHException: SSH session not active"
1532,Getting more done in GitHub with ZenHub,2016-11-30T03:06:19Z,2016-12-01T00:16:29Z,,,
1531, character appears instead of \1,2016-11-28T07:08:28Z,2016-11-29T22:52:11Z,,,
1530,Bad file descriptor,2016-11-22T21:38:02Z,,,IOError,"IOError: [Errno 9] Bad file descriptor"
1529,the proxy command set into env,2016-11-14T13:45:42Z,2017-03-01T23:53:40Z,Feature,,
1528,hosts no used,2016-11-10T08:12:08Z,2016-11-10T09:34:59Z,,,
1527,#1526-fix sed issues on MAC OS X,2016-11-09T12:41:38Z,2017-03-02T00:10:58Z,"Bug, Contrib, Low-hanging fruit, Needs investigation",,
1526,OS X Yosemite “sed: illegal option -- r” fatal error,2016-11-09T12:10:15Z,2017-02-21T18:47:37Z,"Bug, Needs investigation",,
1525,Question: Excluding target hosts,2016-11-06T12:42:30Z,,,,
1524,"stderr becomes stdout, is this due to warn_only?",2016-11-03T15:14:59Z,2016-11-03T15:39:12Z,,,
1523,"Sorting tasks first by depth, then lexically is confusing for hierarchical task collections",2016-10-27T21:51:12Z,2016-10-27T21:52:02Z,,,
1522,disable_known_hosts completely breaks SSH behaviour,2016-10-26T06:17:24Z,,"Bug, Needs investigation",,
1521,ed25519 type keys not yet supported by Fabric?,2016-10-24T22:54:29Z,2016-10-24T23:02:00Z,,,
1520,Feature/improve logging of failures when in parallel mode,2016-10-13T09:37:09Z,2016-10-13T09:37:31Z,,,
1519,Issue with environmental variables & PATH on remote server (not sourcing .bashrc),2016-10-09T16:45:18Z,2016-10-11T20:36:26Z,,,
1518,avoid use of str.format() in network.py,2016-10-07T00:40:42Z,2016-12-13T18:42:25Z,,,
1517,Fabric compile error: required Info.plist value not found,2016-10-06T23:00:55Z,2016-10-06T23:53:43Z,,,
1516,Consider enabling SSL for website(s),2016-10-06T08:01:23Z,,"Docs, Support",,
1515,sudo() function adding undesirable options,2016-10-04T02:42:20Z,2016-10-04T18:01:53Z,,,
1514,Python2.5 compatibility 'str' object has no attribute 'format',2016-10-03T09:20:16Z,2016-12-13T18:42:39Z,"Bug, Ready to merge/rebase",AttributeError,AttributeError: 'str' object has no attribute 'format'
1513,Always showing password prompt and cannot pass.,2016-09-28T19:18:09Z,2016-09-30T15:20:19Z,,,
1512,fabric.api.run remove leading and trailing whitespace from output,2016-09-23T13:59:21Z,2016-09-23T17:40:32Z,,,
1511,How to get stdout/stderr when fabric.tasks.execute,2016-09-06T10:15:33Z,2016-09-08T18:11:43Z,,,
1510,Why local() function need ssh tunnel to be settle up,2016-09-06T03:55:26Z,2016-09-06T10:13:01Z,,,
1509,Fabric removes sys.path addition made by fabfile script.,2016-09-01T15:04:19Z,,"Bug, Core, Needs investigation",ImportError,ImportError: No module named utility
1508,Issues with get when use_sudo=True,2016-09-01T13:58:59Z,,"Bug, Needs investigation, put()/get()",,
1507,Fix possible race condition in remote tunneling,2016-08-31T19:49:58Z,2017-07-10T21:10:18Z,"Bug, Needs investigation, Network",,
1506,Fix possible race condition in remote tunneling,2016-08-31T19:44:09Z,2016-08-31T19:49:12Z,,,
1505, shell script,2016-08-30T12:49:29Z,2016-08-30T12:49:33Z,,,
1504,[Feature] - Subscript/Supscript,2016-08-27T13:58:16Z,2016-08-27T17:06:14Z,,,
1503,how rsync_project to run on the remote,2016-08-27T05:16:56Z,2016-10-08T03:03:26Z,,,
1502,sed fails with string comprising sigle quotes (1.10),2016-08-21T17:23:47Z,2016-10-04T17:55:03Z,,,
1501,Fabric gateway prompt. ,2016-08-19T11:32:24Z,,"Bug, UI",,
1500,Incorrect Format,2016-08-10T10:37:16Z,2016-08-10T17:14:40Z,,,
1499,Add missing release tags,2016-08-09T19:36:18Z,2016-08-10T17:14:12Z,,,
1498,Nothing should execute when role has no associated hosts,2016-08-03T15:46:10Z,,,,
1497,Fix a show_commands() function's issue:,2016-08-01T10:15:29Z,,"Bug, Core, UI",UnicodeEncodeError,UnicodeEncodeError: 'ascii' codec can't encode characters in position 31-32: ordinal not in range(128)
1496,OpenSSH over windows support,2016-07-31T18:03:17Z,2016-08-01T18:08:25Z,,,
1495,Cross-platform support,2016-07-31T05:48:55Z,2016-08-22T21:13:52Z,"Feature, Needs changelog/docs, Needs investigation, Nonstandard platforms",,
1494,shell_env escaping issue,2016-07-26T00:26:17Z,,Bug,,
1493,Allow overriding default 5s post-'reboot' sleep in operations.reboot(),2016-07-23T16:24:20Z,,"Core, Feature, Low-hanging fruit, Needs patch",,
1492,How to specify pem file path when using gateway in Fabric,2016-07-23T10:02:09Z,2016-10-04T17:58:50Z,,,
1491,Conflation of login and sudo passwords problematic with 2FA,2016-07-22T21:22:46Z,2016-07-22T22:34:47Z,"Bug, Core, Needs investigation, Needs patch, Network",,
1490,#1475: pass timeout to transport open_session,2016-07-22T01:36:45Z,2017-08-25T21:36:49Z,,,
1489,Login to one machine from another,2016-07-19T16:00:26Z,2016-07-19T23:47:07Z,,,
1488,Reboot broken on Ubuntu 16.04 hosts,2016-07-18T15:08:36Z,,"Bug, Core, Needs investigation",,
1487,fabric std output to file,2016-07-18T12:28:22Z,2016-07-20T00:04:51Z,,,
1486,Handling of remote ~username expansion,2016-07-17T15:18:59Z,,Feature,,
1485,docs.unwrap_tasks does not properly unwrap multiple decorators,2016-07-12T15:00:56Z,2016-07-19T23:15:08Z,,,
1484,Remove unused imports,2016-07-08T03:57:47Z,2016-07-19T23:05:46Z,,,
1483,Added to the FAQ more details about how to use csh.,2016-07-07T23:15:51Z,2016-08-22T21:55:48Z,"Needs changelog/docs, Nonstandard platforms, Support",,
1482,running a task on multiple host through python code,2016-07-07T05:37:36Z,,,,
1481,Fabric detailed help command (fab -d) broken for parallel and other custom decorators,2016-07-01T22:19:30Z,2016-07-03T19:21:55Z,,,
1480,strange intermittent problem with capturing sudo output,2016-07-01T09:28:28Z,,"Bug, Needs investigation, sudo()",IndexError,IndexError: list index out of range
1479,support to execute `rsync` using `sudo`,2016-06-28T11:49:14Z,,"Contrib, Feature",,
1478,Add docstring to nested list,2016-06-24T18:40:39Z,,Feature,,
1477,pycrypto is not declared as a dependency,2016-06-23T09:43:34Z,2016-06-23T21:14:15Z,"Packaging, Support",,
1476,"Archieve failed due to ""error: Fabric: Info.plist Error""",2016-06-22T08:10:22Z,2016-06-22T09:15:09Z,,,
1475,Pass a timeout value when requesting a new channel to the server,2016-06-17T09:42:11Z,2017-08-25T21:47:43Z,"Feature, Needs patch, Network",,
1474,Password prompt without tty and with gateway aborts with exit code 0,2016-06-14T23:17:29Z,2016-06-17T21:32:54Z,,,
1473,Try harder to minimize footgun potential re: connection closing,2016-06-09T01:47:40Z,,Network,,
1472,Remove the text about dependencies blocking the migration to Python 3,2016-06-07T09:31:02Z,2017-09-05T18:45:20Z,,,
1471,Add an option to quit parallel execution in the event of an error,2016-06-02T20:58:36Z,,"Feature, Needs changelog/docs, Network",,
1470,"Avoid creating local files for ""matchless"" patterns",2016-06-02T08:56:01Z,2016-08-22T22:50:27Z,"Bug, put()/get()",,
1469,errors/aborts in parallel mode should stop all execution.,2016-06-02T05:05:38Z,,,,
1468,files.upload_template ignores settings(user='user'),2016-05-26T20:06:36Z,,,,
1467,[SOLVED] TypeError: (on execute) takes exactly 1 argument (0 given),2016-05-24T13:53:45Z,2016-05-25T10:58:50Z,,TypeError,TypeError: deploy() takes exactly 1 argument (0 given)
1466,HostConnectionCache does not seem to be utilized,2016-05-17T18:47:48Z,2016-06-09T00:39:15Z,,,
1465,ssh interact by send() and recv(),2016-05-12T01:51:18Z,2016-10-05T17:00:25Z,,,
1464,cleanup imports,2016-05-04T18:16:08Z,2016-08-22T20:21:23Z,Support,,
1463,[Feature] Handle StrictHostKeyChecking set in .ssh/config,2016-05-02T14:56:04Z,,Feature,,
1462,Handle Fabric-level assumptions about PyCrypto's use,2016-05-01T20:26:13Z,2016-12-09T20:17:34Z,Support,,
1461,Consider bumping Paramiko requirement pin once Paramiko 2.0.x is definitely stable,2016-04-30T19:35:12Z,2016-12-09T20:04:26Z,"Packaging, Support",,
1460,ImportError: No module named Crypto,2016-04-29T20:19:52Z,2016-04-30T19:35:20Z,,,
1459,Documentation sites may need shaking up for 2.0,2016-04-26T15:21:47Z,2017-04-21T00:26:21Z,"Docs, Support",,
1458,"Handle ""Server '' not found in known_hosts exception",2016-04-22T06:28:39Z,2016-08-22T18:45:45Z,"Bug, Needs changelog/docs",SSHException,SSHException: Server 'localhost' not found in known_hosts
1457,fabric is not working with git bash 32bit,2016-04-21T07:14:20Z,,,AuthenticationException,AuthenticationException: Unable to connect to SSH agent
1456,ssh hangs at SSH2_MSG_SERVICE_ACCEPT,2016-04-19T02:54:31Z,2016-04-21T07:21:29Z,,,
1455,Feature request: Support SSH ChallengeResponseAuthentication,2016-04-18T12:42:59Z,,,,
