file,method,startlineno,endlineno,issue_commit,issue_author,issue_date,issue_title,issue_faultID,changed_commits,practice_lineno,practice_kind,practice_info
beetsplug\lastgenre\__init__.py,setup,115,144,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",132,assignment," Incompatible types in assignment (expression has type ""unicode"", variable has type ""str"")"
test\_common.py,tearDown,159,169,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",163,argument," Argument 1 to ""__delitem__"" of ""MutableMapping"" has incompatible type ""unicode""; expected ""str"""
test\helper.py,teardown_beets,190,196,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",193,argument," Argument 1 to ""__delitem__"" of ""MutableMapping"" has incompatible type ""unicode""; expected ""str"""
test\helper.py,create_item,275,301,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",295,argument," Argument 1 to ""update"" of ""dict"" has incompatible type ""Dict[str, Any]""; expected ""Mapping[unicode, Any]"""
test\test_config_command.py,setUp,22,40,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",25,argument," Argument 1 to ""__delitem__"" of ""MutableMapping"" has incompatible type ""unicode""; expected ""str"""
test\test_config_command.py,setUp,22,40,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",30,argument," Argument 1 to ""write"" of ""IO"" has incompatible type ""unicode""; expected ""str"""
test\test_config_command.py,setUp,22,40,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",31,argument," Argument 1 to ""write"" of ""IO"" has incompatible type ""unicode""; expected ""str"""
test\test_config_command.py,setUp,22,40,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",32,argument," Argument 1 to ""write"" of ""IO"" has incompatible type ""unicode""; expected ""str"""
test\test_config_command.py,setUp,22,40,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",36,argument," Argument 1 to ""write"" of ""IO"" has incompatible type ""unicode""; expected ""str"""
test\test_config_command.py,test_edit_config_with_editor_env,97,102,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",98,assignment," Incompatible types in assignment (expression has type ""unicode"", target has type ""str"")"
test\test_config_command.py,test_edit_invalid_config_file,121,132,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",124,argument," Argument 1 to ""write"" of ""IO"" has incompatible type ""unicode""; expected ""str"""
test\test_config_command.py,test_edit_invalid_config_file,121,132,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",128,assignment," Incompatible types in assignment (expression has type ""unicode"", target has type ""str"")"
test\test_echonest.py,profile,163,175,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",170,argument," Argument 1 to ""update"" of ""dict"" has incompatible type ""Dict[str, Any]""; expected ""Mapping[unicode, Any]"""
test\test_edit.py,overwrite_contents,45,51,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",50,argument," Argument 2 to ""open"" has incompatible type ""unicode""; expected ""str"""
test\test_edit.py,overwrite_contents,45,51,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",50,argument," Argument 3 to ""open"" has incompatible type ""unicode""; expected ""str"""
test\test_edit.py,replace_contents,53,62,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",57,argument," Argument 2 to ""open"" has incompatible type ""unicode""; expected ""str"""
test\test_edit.py,replace_contents,53,62,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",57,argument," Argument 3 to ""open"" has incompatible type ""unicode""; expected ""str"""
test\test_edit.py,replace_contents,53,62,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",61,argument," Argument 2 to ""open"" has incompatible type ""unicode""; expected ""str"""
test\test_edit.py,replace_contents,53,62,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",61,argument," Argument 3 to ""open"" has incompatible type ""unicode""; expected ""str"""
test\test_embedart.py,test_embed_non_image_file,112,126,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",117,argument," Argument 2 to ""write"" has incompatible type ""unicode""; expected ""str"""
test\test_importer.py,_create_import_dir,158,203,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",197,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""unicode"")"
test\test_importer.py,create_archive,347,354,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",350,argument," Argument 2 to ""ZipFile"" has incompatible type ""unicode""; expected ""str"""
test\test_importer.py,create_archive,347,354,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",351,argument," Argument 1 to ""write"" of ""ZipFile"" has incompatible type ""unicode""; expected ""str"""
test\test_importer.py,create_archive,403,410,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",406,argument," Argument 2 to ""TarFile"" has incompatible type ""unicode""; expected ""str"""
test\test_importer.py,create_archive,403,410,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",407,argument," Argument 1 to ""add"" of ""TarFile"" has incompatible type ""unicode""; expected ""str"""
test\test_importer.py,test_no_autotag_keeps_duplicate_album,1112,1133,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",1122,assignment," Incompatible types in assignment (expression has type ""MediaFile"", variable has type ""unicode"")"
test\test_importer.py,test_invalid_state_file,1340,1345,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",1343,argument," Argument 1 to ""write"" of ""IO"" has incompatible type ""unicode""; expected ""str"""
test\test_filefilter.py,__create_import_dir,51,96,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",72,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""str"")"
test\test_filefilter.py,__create_import_dir,51,96,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",82,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""str"")"
test\test_filefilter.py,__create_import_dir,51,96,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",92,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""str"")"
test\test_lyrics.py,url_to_filename,179,184,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",182,assignment," Incompatible types in assignment (expression has type ""List[unicode]"", variable has type ""unicode"")"
test\test_mediafile.py,_generate_tags,685,715,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",695,assignment," Incompatible types in assignment (expression has type ""str"", target has type ""float"")"
test\test_mediafile.py,_generate_tags,685,715,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",704,assignment," Incompatible types in assignment (expression has type ""date"", target has type ""float"")"
test\test_mediafile.py,_generate_tags,685,715,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",710,assignment," Incompatible types in assignment (expression has type ""date"", target has type ""float"")"
test\test_plugins.py,__create_import_dir,187,210,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",205,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""unicode"")"
test\test_smartplaylist.py,test_db_changes,118,142,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",126,assignment," Incompatible types in assignment (expression has type ""Set[Tuple[unicode, Tuple[unicode, None], Tuple[None, None]]]"", variable has type ""None"")"
test\test_smartplaylist.py,test_db_changes,118,142,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",127,assignment," Incompatible types in assignment (expression has type ""Set[<nothing>]"", variable has type ""None"")"
test\test_smartplaylist.py,test_playlist_update,144,175,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",155,assignment," Incompatible types in assignment (expression has type ""List[Tuple[unicode, Tuple[Any, None], Tuple[Any, None]]]"", variable has type ""None"")"
test\test_template.py,test_fail_on_utf8,216,221,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",218,argument," Argument 1 to ""simplefilter"" has incompatible type ""unicode""; expected ""str"""
test\test_template.py,test_fail_on_utf8,216,221,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",221,argument," Argument 1 to ""simplefilter"" has incompatible type ""unicode""; expected ""str"""
test\test_ui.py,test_print_without_locale,542,553,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",545,argument," Argument 1 to ""__delitem__"" of ""MutableMapping"" has incompatible type ""unicode""; expected ""str"""
test\test_ui.py,test_print_with_invalid_locale,555,573,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",557,assignment," Incompatible types in assignment (expression has type ""unicode"", target has type ""str"")"
test\test_ui.py,test_print_with_invalid_locale,555,573,,,,,,"1305c9407f7ad7beaf6d72a46756cf556ea838ec, 15a5512ea54a5e4e1a4096869f3d4ad2e4f7555c, 9bba782e9ceb30e844b42f75698468487cbcb643, 8746869f7c8198b01e9306150abc1fcd47ed1892",559,assignment," Incompatible types in assignment (expression has type ""unicode"", target has type ""str"")"
